Index,State,Year,DoY,Event_Label,Event_Obs,Date,Sex,Site,Orchard,Genotype,Tree,X,Y,Source
3447,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,910,NA,P,35,Rita Wagner
3447,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,910,NA,P,35,Rita Wagner
3447,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,910,NA,P,35,Rita Wagner
3447,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,910,NA,P,35,Rita Wagner
3448,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,981,NA,L,46,Rita Wagner
3448,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,981,NA,L,46,Rita Wagner
3448,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,981,NA,L,46,Rita Wagner
3449,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,981,NA,R,35,Rita Wagner
3449,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,981,NA,R,35,Rita Wagner
3449,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,981,NA,R,35,Rita Wagner
3450,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3450,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3450,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3451,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3451,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3451,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3451,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3452,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3452,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3452,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3453,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,983,NA,P,31,Rita Wagner
3453,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,983,NA,P,31,Rita Wagner
3453,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,983,NA,P,31,Rita Wagner
3454,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,984,NA,O,39,Rita Wagner
3454,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,984,NA,O,39,Rita Wagner
3454,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,984,NA,O,39,Rita Wagner
3455,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3455,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3455,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3456,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,986,NA,A,23,Rita Wagner
3456,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,986,NA,A,23,Rita Wagner
3456,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,986,NA,A,23,Rita Wagner
3457,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3457,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3457,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3458,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,989,NA,A,18,Rita Wagner
3458,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,989,NA,A,18,Rita Wagner
3458,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,989,NA,A,18,Rita Wagner
3459,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,989,NA,P,42,Rita Wagner
3459,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,989,NA,P,42,Rita Wagner
3459,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,989,NA,P,42,Rita Wagner
3460,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3460,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3460,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3461,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1461,NA,P,39,Rita Wagner
3461,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1461,NA,P,39,Rita Wagner
3461,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1461,NA,P,39,Rita Wagner
3462,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1462,NA,L,36,Rita Wagner
3462,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1462,NA,L,36,Rita Wagner
3462,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1462,NA,L,36,Rita Wagner
3463,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1462,NA,Q,49,Rita Wagner
3463,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1462,NA,Q,49,Rita Wagner
3463,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1462,NA,Q,49,Rita Wagner
3463,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1462,NA,Q,49,Rita Wagner
3464,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3464,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3464,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3464,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3465,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3465,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3465,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3465,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3466,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3466,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3466,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3466,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3467,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1464,NA,N,30,Rita Wagner
3467,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1464,NA,N,30,Rita Wagner
3467,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1464,NA,N,30,Rita Wagner
3468,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1465,NA,EE,39,Rita Wagner
3468,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1465,NA,EE,39,Rita Wagner
3468,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1465,NA,EE,39,Rita Wagner
3469,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1465,NA,X,38,Rita Wagner
3469,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1465,NA,X,38,Rita Wagner
3469,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1465,NA,X,38,Rita Wagner
3470,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1466,NA,O,40,Rita Wagner
3470,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1466,NA,O,40,Rita Wagner
3470,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1466,NA,O,40,Rita Wagner
3471,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1466,NA,Z,34,Rita Wagner
3471,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1466,NA,Z,34,Rita Wagner
3471,2,2001,169,last_flowering,3,2001-06-18,MALE,PGTIS,228,1466,NA,Z,34,Rita Wagner
3472,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1467,NA,CC,33,Rita Wagner
3472,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1467,NA,CC,33,Rita Wagner
3472,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1467,NA,CC,33,Rita Wagner
3473,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1467,NA,P,40,Rita Wagner
3473,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1467,NA,P,40,Rita Wagner
3473,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1467,NA,P,40,Rita Wagner
3474,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1533,NA,O,31,Rita Wagner
3474,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1533,NA,O,31,Rita Wagner
3474,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1533,NA,O,31,Rita Wagner
3475,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1533,NA,W,38,Rita Wagner
3475,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1533,NA,W,38,Rita Wagner
3475,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1533,NA,W,38,Rita Wagner
3476,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1536,NA,N,34,Rita Wagner
3476,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1536,NA,N,34,Rita Wagner
3476,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1536,NA,N,34,Rita Wagner
3476,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1536,NA,N,34,Rita Wagner
3477,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3477,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3477,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3477,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3478,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3478,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3478,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3479,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3479,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3479,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3480,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1539,NA,T,49,Rita Wagner
3480,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1539,NA,T,49,Rita Wagner
3480,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1539,NA,T,49,Rita Wagner
3481,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1539,NA,Y,49,Rita Wagner
3481,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1539,NA,Y,49,Rita Wagner
3481,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1539,NA,Y,49,Rita Wagner
3482,1,2001,158,before_flowering,1,2001-06-07,MALE,PGTIS,228,1560,NA,J,49,Rita Wagner
3482,2,2001,160,first_flowering,2,2001-06-09,MALE,PGTIS,228,1560,NA,J,49,Rita Wagner
3482,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1560,NA,J,49,Rita Wagner
3482,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1560,NA,J,49,Rita Wagner
3483,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1560,NA,Y,43,Rita Wagner
3483,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1560,NA,Y,43,Rita Wagner
3483,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1560,NA,Y,43,Rita Wagner
3484,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1571,NA,A,50,Rita Wagner
3484,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1571,NA,A,50,Rita Wagner
3484,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1571,NA,A,50,Rita Wagner
3485,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1571,NA,J,50,Rita Wagner
3485,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1571,NA,J,50,Rita Wagner
3485,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1571,NA,J,50,Rita Wagner
3486,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3486,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3486,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3486,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3487,1,2001,156,before_flowering,1,2001-06-05,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3487,2,2001,158,first_flowering,2,2001-06-07,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3487,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3487,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3488,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1583,NA,B,32,Rita Wagner
3488,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1583,NA,B,32,Rita Wagner
3488,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1583,NA,B,32,Rita Wagner
3489,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1583,NA,BB,44,Rita Wagner
3489,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1583,NA,BB,44,Rita Wagner
3489,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1583,NA,BB,44,Rita Wagner
3490,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3490,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3490,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3491,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3491,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3491,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3492,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3492,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3492,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3493,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3493,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3493,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3494,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1588,NA,N,36,Rita Wagner
3494,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1588,NA,N,36,Rita Wagner
3494,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1588,NA,N,36,Rita Wagner
3495,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3495,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3495,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3496,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1589,NA,EE,44,Rita Wagner
3496,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1589,NA,EE,44,Rita Wagner
3496,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1589,NA,EE,44,Rita Wagner
3497,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1589,NA,W,31,Rita Wagner
3497,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1589,NA,W,31,Rita Wagner
3497,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1589,NA,W,31,Rita Wagner
3498,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3498,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3498,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3499,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1590,NA,Z,43,Rita Wagner
3499,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1590,NA,Z,43,Rita Wagner
3499,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1590,NA,Z,43,Rita Wagner
3500,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3500,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3500,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3501,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1593,NA,M,43,Rita Wagner
3501,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1593,NA,M,43,Rita Wagner
3501,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1593,NA,M,43,Rita Wagner
3502,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1594,NA,C,5,Rita Wagner
3502,2,2001,167,last_flowering,3,2001-06-16,MALE,PGTIS,228,1594,NA,C,5,Rita Wagner
3502,3,2001,169,past_flowering,4,2001-06-18,MALE,PGTIS,228,1594,NA,C,5,Rita Wagner
3503,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1594,NA,W,22,Rita Wagner
3503,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1594,NA,W,22,Rita Wagner
3503,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1594,NA,W,22,Rita Wagner
3504,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3504,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3504,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3505,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3505,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3505,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3506,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3506,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3506,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3507,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3507,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3507,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3508,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1599,NA,U,6,Rita Wagner
3508,2,2001,162,last_flowering,3,2001-06-11,MALE,PGTIS,228,1599,NA,U,6,Rita Wagner
3508,3,2001,164,past_flowering,4,2001-06-13,MALE,PGTIS,228,1599,NA,U,6,Rita Wagner
3509,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,1599,NA,W,14,Rita Wagner
3509,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,1599,NA,W,14,Rita Wagner
3509,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,1599,NA,W,14,Rita Wagner
3510,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,2000,NA,R,49,Rita Wagner
3510,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,2000,NA,R,49,Rita Wagner
3510,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,2000,NA,R,49,Rita Wagner
3511,2,2001,156,first_flowering,2,2001-06-05,MALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3511,2,2001,164,last_flowering,3,2001-06-13,MALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3511,3,2001,167,past_flowering,4,2001-06-16,MALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3512,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,910,NA,M,47,Rita Wagner
3512,2,2002,168,last_flowering,3,2002-06-17,FEMALE,PGTIS,228,910,NA,M,47,Rita Wagner
3512,3,2002,170,past_flowering,4,2002-06-19,FEMALE,PGTIS,228,910,NA,M,47,Rita Wagner
3513,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,910,NA,P,35,Rita Wagner
3513,2,2002,168,last_flowering,3,2002-06-17,FEMALE,PGTIS,228,910,NA,P,35,Rita Wagner
3513,3,2002,170,past_flowering,4,2002-06-19,FEMALE,PGTIS,228,910,NA,P,35,Rita Wagner
3514,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3514,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3514,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3515,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,951,NA,L,41,Rita Wagner
3515,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,951,NA,L,41,Rita Wagner
3515,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,951,NA,L,41,Rita Wagner
3516,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,981,NA,L,46,Rita Wagner
3516,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,981,NA,L,46,Rita Wagner
3516,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,981,NA,L,46,Rita Wagner
3517,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,981,NA,R,35,Rita Wagner
3517,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,981,NA,R,35,Rita Wagner
3517,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,981,NA,R,35,Rita Wagner
3518,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,982,NA,M,40,Rita Wagner
3518,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,982,NA,M,40,Rita Wagner
3519,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,982,NA,W,12,Rita Wagner
3519,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,982,NA,W,12,Rita Wagner
3519,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,982,NA,W,12,Rita Wagner
3520,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3520,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3521,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,983,NA,P,31,Rita Wagner
3521,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,983,NA,P,31,Rita Wagner
3522,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,984,NA,O,39,Rita Wagner
3522,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,984,NA,O,39,Rita Wagner
3523,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3523,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3524,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,986,NA,A,23,Rita Wagner
3524,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,986,NA,A,23,Rita Wagner
3524,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,986,NA,A,23,Rita Wagner
3525,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3525,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3525,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3526,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,987,NA,AA,44,Rita Wagner
3526,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,987,NA,AA,44,Rita Wagner
3526,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,987,NA,AA,44,Rita Wagner
3527,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,987,NA,DD,40,Rita Wagner
3527,2,2002,164,last_flowering,3,2002-06-13,FEMALE,PGTIS,228,987,NA,DD,40,Rita Wagner
3527,3,2002,168,past_flowering,4,2002-06-17,FEMALE,PGTIS,228,987,NA,DD,40,Rita Wagner
3528,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,989,NA,A,18,Rita Wagner
3528,2,2002,170,last_flowering,3,2002-06-19,FEMALE,PGTIS,228,989,NA,A,18,Rita Wagner
3529,2,2002,162,first_flowering,2,2002-06-11,FEMALE,PGTIS,228,989,NA,P,42,Rita Wagner
