Index,DoY,Date,Phenophase_Recorded,State,Sex,Year,Site,Orchard,Genotype,Tree,X,Y,Source
916,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1479,NA,V,15,Rita Wagner
916,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1479,NA,V,15,Rita Wagner
917,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1481,NA,DD,5,Rita Wagner
917,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1481,NA,DD,5,Rita Wagner
918,139,2005-05-19,4,2,FEMALE,2005,PGTIS,220,1481,NA,Q,43,Rita Wagner
918,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1481,NA,Q,43,Rita Wagner
919,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1484,NA,C,30,Rita Wagner
919,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1484,NA,C,30,Rita Wagner
920,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1484,NA,DD,16,Rita Wagner
920,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1484,NA,DD,16,Rita Wagner
921,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1488,NA,F,36,Rita Wagner
921,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1488,NA,F,36,Rita Wagner
922,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1488,NA,Y,42,Rita Wagner
922,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1488,NA,Y,42,Rita Wagner
923,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
923,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
923,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
924,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
924,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
924,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
925,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1503,NA,EE,22,Rita Wagner
925,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1503,NA,EE,22,Rita Wagner
926,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1503,NA,Q,17,Rita Wagner
926,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1503,NA,Q,17,Rita Wagner
927,139,2005-05-19,-,0,FEMALE,2005,PGTIS,220,1526,NA,A,14,Rita Wagner
927,144,2005-05-24,-,0,FEMALE,2005,PGTIS,220,1526,NA,A,14,Rita Wagner
928,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
928,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
928,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
929,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
929,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
929,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
930,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
930,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
930,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
931,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1531,NA,B,47,Rita Wagner
931,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1531,NA,B,47,Rita Wagner
932,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1531,NA,J,22,Rita Wagner
932,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1531,NA,J,22,Rita Wagner
933,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
933,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
933,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
934,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
934,144,2005-05-24,-,1,FEMALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
934,150,2005-05-30,4,2,FEMALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
935,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1557,NA,F,34,Rita Wagner
935,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1557,NA,F,34,Rita Wagner
936,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1557,NA,Y,33,Rita Wagner
936,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1557,NA,Y,33,Rita Wagner
937,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1559,NA,BB,48,Rita Wagner
937,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1559,NA,BB,48,Rita Wagner
938,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1559,NA,W,18,Rita Wagner
938,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1559,NA,W,18,Rita Wagner
939,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1582,NA,CC,8,Rita Wagner
939,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1582,NA,CC,8,Rita Wagner
940,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1582,NA,S,4,Rita Wagner
940,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1582,NA,S,4,Rita Wagner
941,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1587,NA,BB,31,Rita Wagner
941,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1587,NA,BB,31,Rita Wagner
942,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1587,NA,O,21,Rita Wagner
942,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1587,NA,O,21,Rita Wagner
943,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1591,NA,DD,36,Rita Wagner
943,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1591,NA,DD,36,Rita Wagner
944,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1591,NA,R,18,Rita Wagner
944,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1591,NA,R,18,Rita Wagner
945,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1592,NA,AA,25,Rita Wagner
945,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1592,NA,AA,25,Rita Wagner
946,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1592,NA,M,45,Rita Wagner
946,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1592,NA,M,45,Rita Wagner
947,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1597,NA,BB,27,Rita Wagner
947,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1597,NA,BB,27,Rita Wagner
948,139,2005-05-19,-,1,FEMALE,2005,PGTIS,220,1597,NA,DD,30,Rita Wagner
948,144,2005-05-24,3,2,FEMALE,2005,PGTIS,220,1597,NA,DD,30,Rita Wagner
949,139,2005-05-19,4,2,FEMALE,2005,PGTIS,220,1598,NA,C,47,Rita Wagner
949,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1598,NA,C,47,Rita Wagner
950,139,2005-05-19,3,2,FEMALE,2005,PGTIS,220,1598,NA,U,26,Rita Wagner
950,144,2005-05-24,4,2,FEMALE,2005,PGTIS,220,1598,NA,U,26,Rita Wagner
951,139,2005-05-19,4,2,MALE,2005,PGTIS,220,980,NA,D,47,Rita Wagner
951,144,2005-05-24,4,2,MALE,2005,PGTIS,220,980,NA,D,47,Rita Wagner
952,139,2005-05-19,4,2,MALE,2005,PGTIS,220,980,NA,Z,45,Rita Wagner
952,144,2005-05-24,4,2,MALE,2005,PGTIS,220,980,NA,Z,45,Rita Wagner
953,139,2005-05-19,4,2,MALE,2005,PGTIS,220,984,NA,D,32,Rita Wagner
953,144,2005-05-24,4,2,MALE,2005,PGTIS,220,984,NA,D,32,Rita Wagner
954,139,2005-05-19,4,2,MALE,2005,PGTIS,220,984,NA,E,43,Rita Wagner
954,144,2005-05-24,4,2,MALE,2005,PGTIS,220,984,NA,E,43,Rita Wagner
955,139,2005-05-19,4,2,MALE,2005,PGTIS,220,985,NA,B,45,Rita Wagner
955,144,2005-05-24,4,2,MALE,2005,PGTIS,220,985,NA,B,45,Rita Wagner
956,139,2005-05-19,4,2,MALE,2005,PGTIS,220,985,NA,Z,48,Rita Wagner
956,144,2005-05-24,4,2,MALE,2005,PGTIS,220,985,NA,Z,48,Rita Wagner
957,139,2005-05-19,4,2,MALE,2005,PGTIS,220,988,NA,BB,46,Rita Wagner
957,144,2005-05-24,4,2,MALE,2005,PGTIS,220,988,NA,BB,46,Rita Wagner
958,139,2005-05-19,4,2,MALE,2005,PGTIS,220,988,NA,L,47,Rita Wagner
958,144,2005-05-24,4,2,MALE,2005,PGTIS,220,988,NA,L,47,Rita Wagner
959,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1472,NA,AA,44,Rita Wagner
959,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1472,NA,AA,44,Rita Wagner
959,150,2005-05-30,-,3,MALE,2005,PGTIS,220,1472,NA,AA,44,Rita Wagner
960,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1472,NA,F,46,Rita Wagner
960,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1472,NA,F,46,Rita Wagner
960,150,2005-05-30,-,3,MALE,2005,PGTIS,220,1472,NA,F,46,Rita Wagner
961,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1475,NA,CC,35,Rita Wagner
961,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1475,NA,CC,35,Rita Wagner
962,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1475,NA,F,8,Rita Wagner
962,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1475,NA,F,8,Rita Wagner
963,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1478,NA,DD,41,Rita Wagner
963,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1478,NA,DD,41,Rita Wagner
964,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1478,NA,U,24,Rita Wagner
964,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1478,NA,U,24,Rita Wagner
965,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1479,NA,F,15,Rita Wagner
965,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1479,NA,F,15,Rita Wagner
966,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1479,NA,V,15,Rita Wagner
966,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1479,NA,V,15,Rita Wagner
967,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1481,NA,DD,5,Rita Wagner
967,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1481,NA,DD,5,Rita Wagner
968,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1481,NA,Q,43,Rita Wagner
968,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1481,NA,Q,43,Rita Wagner
969,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1484,NA,C,30,Rita Wagner
969,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1484,NA,C,30,Rita Wagner
970,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1484,NA,DD,16,Rita Wagner
970,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1484,NA,DD,16,Rita Wagner
971,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1488,NA,F,36,Rita Wagner
971,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1488,NA,F,36,Rita Wagner
972,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1488,NA,Y,42,Rita Wagner
972,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1488,NA,Y,42,Rita Wagner
973,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
973,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
973,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1502,NA,A,2,Rita Wagner
974,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
974,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
974,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1502,NA,U,27,Rita Wagner
975,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1503,NA,EE,22,Rita Wagner
975,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1503,NA,EE,22,Rita Wagner
976,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1503,NA,Q,17,Rita Wagner
976,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1503,NA,Q,17,Rita Wagner
977,139,2005-05-19,-,1,MALE,2005,PGTIS,220,1526,NA,A,14,Rita Wagner
977,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1526,NA,A,14,Rita Wagner
978,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
978,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
978,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1526,NA,H,47,Rita Wagner
979,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
979,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
979,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1528,NA,AA,9,Rita Wagner
980,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
980,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
980,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1528,NA,AA,26,Rita Wagner
981,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1531,NA,B,47,Rita Wagner
981,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1531,NA,B,47,Rita Wagner
982,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1531,NA,J,22,Rita Wagner
982,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1531,NA,J,22,Rita Wagner
983,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
983,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
983,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1542,NA,AA,43,Rita Wagner
984,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
984,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
984,150,2005-05-30,4,2,MALE,2005,PGTIS,220,1542,NA,R,25,Rita Wagner
985,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1557,NA,F,34,Rita Wagner
985,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1557,NA,F,34,Rita Wagner
986,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1557,NA,Y,33,Rita Wagner
986,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1557,NA,Y,33,Rita Wagner
987,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1559,NA,BB,48,Rita Wagner
987,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1559,NA,BB,48,Rita Wagner
988,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1559,NA,W,18,Rita Wagner
988,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1559,NA,W,18,Rita Wagner
989,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1582,NA,CC,8,Rita Wagner
989,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1582,NA,CC,8,Rita Wagner
990,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1582,NA,S,4,Rita Wagner
990,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1582,NA,S,4,Rita Wagner
991,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1587,NA,BB,31,Rita Wagner
991,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1587,NA,BB,31,Rita Wagner
992,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1587,NA,O,21,Rita Wagner
992,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1587,NA,O,21,Rita Wagner
993,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1591,NA,DD,36,Rita Wagner
993,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1591,NA,DD,36,Rita Wagner
994,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1591,NA,R,18,Rita Wagner
994,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1591,NA,R,18,Rita Wagner
995,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1592,NA,AA,25,Rita Wagner
995,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1592,NA,AA,25,Rita Wagner
996,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1592,NA,M,45,Rita Wagner
996,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1592,NA,M,45,Rita Wagner
997,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1597,NA,BB,27,Rita Wagner
997,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1597,NA,BB,27,Rita Wagner
998,139,2005-05-19,-,1,MALE,2005,PGTIS,220,1597,NA,DD,30,Rita Wagner
998,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1597,NA,DD,30,Rita Wagner
999,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1598,NA,C,47,Rita Wagner
999,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1598,NA,C,47,Rita Wagner
1000,139,2005-05-19,4,2,MALE,2005,PGTIS,220,1598,NA,U,26,Rita Wagner
1000,144,2005-05-24,4,2,MALE,2005,PGTIS,220,1598,NA,U,26,Rita Wagner
1001,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,980,NA,D,47,Rita Wagner
1001,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,980,NA,D,47,Rita Wagner
1001,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,980,NA,D,47,Rita Wagner
1001,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,980,NA,D,47,Rita Wagner
1003,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,980,NA,Z,45,Rita Wagner
1003,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,980,NA,Z,45,Rita Wagner
1003,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,980,NA,Z,45,Rita Wagner
1003,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,980,NA,Z,45,Rita Wagner
1005,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,984,NA,E,43,Rita Wagner
1005,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,984,NA,E,43,Rita Wagner
1005,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,984,NA,E,43,Rita Wagner
1005,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,984,NA,E,43,Rita Wagner
1006,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,984,NA,F,24,Rita Wagner
1006,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,984,NA,F,24,Rita Wagner
1006,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,984,NA,F,24,Rita Wagner
1006,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,984,NA,F,24,Rita Wagner
1007,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,985,NA,B,45,Rita Wagner
1007,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,985,NA,B,45,Rita Wagner
1007,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,985,NA,B,45,Rita Wagner
1007,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,985,NA,B,45,Rita Wagner
1008,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,985,NA,Z,48,Rita Wagner
1008,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,985,NA,Z,48,Rita Wagner
1008,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,985,NA,Z,48,Rita Wagner
1008,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,985,NA,Z,48,Rita Wagner
1011,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,988,NA,BB,46,Rita Wagner
1011,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,988,NA,BB,46,Rita Wagner
1011,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,988,NA,BB,46,Rita Wagner
1011,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,988,NA,BB,46,Rita Wagner
1012,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,988,NA,L,47,Rita Wagner
1012,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,988,NA,L,47,Rita Wagner
1012,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,988,NA,L,47,Rita Wagner
1012,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,988,NA,L,47,Rita Wagner
1013,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1472,NA,F,46,Rita Wagner
1013,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,1472,NA,F,46,Rita Wagner
1013,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1472,NA,F,46,Rita Wagner
1013,158,2006-06-07,4,2,FEMALE,2006,PGTIS,220,1472,NA,F,46,Rita Wagner
1013,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1472,NA,F,46,Rita Wagner
1014,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1472,NA,G,34,Rita Wagner
1014,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,1472,NA,G,34,Rita Wagner
1014,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1472,NA,G,34,Rita Wagner
1014,158,2006-06-07,4,2,FEMALE,2006,PGTIS,220,1472,NA,G,34,Rita Wagner
1014,159,2006-06-08,4,2,FEMALE,2006,PGTIS,220,1472,NA,G,34,Rita Wagner
1015,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1475,NA,CC,35,Rita Wagner
1015,152,2006-06-01,3,2,FEMALE,2006,PGTIS,220,1475,NA,CC,35,Rita Wagner
1015,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1475,NA,CC,35,Rita Wagner
1015,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1475,NA,CC,35,Rita Wagner
1016,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1475,NA,F,8,Rita Wagner
1016,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1475,NA,F,8,Rita Wagner
1016,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1475,NA,F,8,Rita Wagner
1016,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1475,NA,F,8,Rita Wagner
1017,149,2006-05-29,4,2,FEMALE,2006,PGTIS,220,1478,NA,DD,41,Rita Wagner
1017,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1478,NA,DD,41,Rita Wagner
1017,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,1478,NA,DD,41,Rita Wagner
1017,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1478,NA,DD,41,Rita Wagner
1018,149,2006-05-29,4,2,FEMALE,2006,PGTIS,220,1479,NA,F,15,Rita Wagner
1018,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1479,NA,F,15,Rita Wagner
1018,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,1479,NA,F,15,Rita Wagner
1018,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1479,NA,F,15,Rita Wagner
1019,149,2006-05-29,4,2,FEMALE,2006,PGTIS,220,1479,NA,V,15,Rita Wagner
1019,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1479,NA,V,15,Rita Wagner
1019,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,1479,NA,V,15,Rita Wagner
1019,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1479,NA,V,15,Rita Wagner
1020,149,2006-05-29,4,2,FEMALE,2006,PGTIS,220,1481,NA,DD,5,Rita Wagner
1020,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1481,NA,DD,5,Rita Wagner
1020,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,1481,NA,DD,5,Rita Wagner
1020,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1481,NA,DD,5,Rita Wagner
1021,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,1481,NA,Q,43,Rita Wagner
1021,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1481,NA,Q,43,Rita Wagner
1021,156,2006-06-05,-,3,FEMALE,2006,PGTIS,220,1481,NA,Q,43,Rita Wagner
1021,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1481,NA,Q,43,Rita Wagner
1023,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,1484,NA,C,30,Rita Wagner
1023,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1484,NA,C,30,Rita Wagner
1023,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1484,NA,C,30,Rita Wagner
1023,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1484,NA,C,30,Rita Wagner
1024,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1484,NA,DD,16,Rita Wagner
1024,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1484,NA,DD,16,Rita Wagner
1024,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1484,NA,DD,16,Rita Wagner
1024,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1484,NA,DD,16,Rita Wagner
1025,149,2006-05-29,4,2,FEMALE,2006,PGTIS,220,1487,NA,U,24,Rita Wagner
1025,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1487,NA,U,24,Rita Wagner
1025,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1487,NA,U,24,Rita Wagner
1025,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1487,NA,U,24,Rita Wagner
1026,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,1488,NA,F,36,Rita Wagner
1026,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1488,NA,F,36,Rita Wagner
1026,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1488,NA,F,36,Rita Wagner
1026,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1488,NA,F,36,Rita Wagner
1027,149,2006-05-29,3,2,FEMALE,2006,PGTIS,220,1488,NA,Y,42,Rita Wagner
1027,152,2006-06-01,4,2,FEMALE,2006,PGTIS,220,1488,NA,Y,42,Rita Wagner
1027,156,2006-06-05,4,2,FEMALE,2006,PGTIS,220,1488,NA,Y,42,Rita Wagner
1027,159,2006-06-08,-,3,FEMALE,2006,PGTIS,220,1488,NA,Y,42,Rita Wagner
1028,149,2006-05-29,-,1,FEMALE,2006,PGTIS,220,1502,NA,A,2,Rita Wagner
1028,152,2006-06-01,-,1,FEMALE,2006,PGTIS,220,1502,NA,A,2,Rita Wagner
1028,156,2006-06-05,3,2,FEMALE,2006,PGTIS,220,1502,NA,A,2,Rita Wagner
