Index,DoY,Date,Phenophase_Recorded,State,Sex,Year,Site,Orchard,Genotype,Tree,X,Y,Source
343,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,155,1997-06-04,-,3,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
343,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,980,28,D,47,Rita Wagner
361,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
361,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,980,36,Z,45,Rita Wagner
303,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
303,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,985,10,Y,6,Rita Wagner
359,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
359,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,985,35,V,47,Rita Wagner
362,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
362,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,985,36,Z,48,Rita Wagner
351,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
351,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,988,31,L,47,Rita Wagner
363,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
363,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,988,36,V,46,Rita Wagner
301,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
301,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1502,7,N,10,Rita Wagner
307,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
307,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1502,11,W,8,Rita Wagner
352,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
352,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1502,31,L,39,Rita Wagner
313,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
313,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1503,13,E,22,Rita Wagner
319,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
319,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1503,17,Q,17,Rita Wagner
304,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
304,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1526,10,U,12,Rita Wagner
344,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,161,1997-06-10,4,2,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
344,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1526,28,H,47,Rita Wagner
311,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
311,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1528,12,AA,9,Rita Wagner
333,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,161,1997-06-10,4,2,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
333,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1528,23,AA,26,Rita Wagner
315,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,153,1997-06-02,-,1,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
315,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1531,14,J,22,Rita Wagner
345,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,153,1997-06-02,-,1,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
345,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1531,28,B,47,Rita Wagner
323,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,153,1997-06-02,-,1,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
323,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1542,19,R,25,Rita Wagner
341,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,159,1997-06-08,4,2,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
341,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1542,27,C,40,Rita Wagner
339,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,155,1997-06-04,-,3,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
339,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1557,25,F,34,Rita Wagner
355,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
355,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1557,33,Y,33,Rita Wagner
329,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
329,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1559,21,W,18,Rita Wagner
364,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
364,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1559,36,BB,48,Rita Wagner
297,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
297,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1582,5,S,4,Rita Wagner
308,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
308,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1582,11,CC,8,Rita Wagner
324,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,153,1997-06-02,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,155,1997-06-04,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
324,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1587,19,O,21,Rita Wagner
335,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,155,1997-06-04,-,3,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
335,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1587,24,BB,31,Rita Wagner
299,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
299,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1591,6,Q,6,Rita Wagner
320,148,1997-05-28,4,2,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
320,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1591,17,R,18,Rita Wagner
356,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
356,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1591,33,DD,36,Rita Wagner
331,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
331,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1592,22,AA,25,Rita Wagner
365,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,150,1997-05-30,4,2,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,157,1997-06-06,-,3,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
365,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1592,36,V,45,Rita Wagner
317,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
317,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1597,15,G,30,Rita Wagner
327,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,155,1997-06-04,4,2,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,157,1997-06-06,4,2,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,159,1997-06-08,-,3,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,161,1997-06-10,-,3,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
327,163,1997-06-12,-,3,FEMALE,1997,PGTIS,220,1597,20,Q,30,Rita Wagner
336,148,1997-05-28,-,1,FEMALE,1997,PGTIS,220,1598,24,U,26,Rita Wagner
336,150,1997-05-30,-,1,FEMALE,1997,PGTIS,220,1598,24,U,26,Rita Wagner
336,153,1997-06-02,4,2,FEMALE,1997,PGTIS,220,1598,24,U,26,Rita Wagner
