"Index","DoY","Phenophase","Sex","Year","Site","Orchard","Clone","Tree","X","Y","Date","Source"
343,148,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-5-28","Rita Wagner"
343,150,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-5-30","Rita Wagner"
343,153,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-2","Rita Wagner"
343,155,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-4","Rita Wagner"
343,157,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-6","Rita Wagner"
343,159,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-8","Rita Wagner"
343,161,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-10","Rita Wagner"
343,163,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-12","Rita Wagner"
361,148,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-5-28","Rita Wagner"
361,150,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-5-30","Rita Wagner"
361,153,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-2","Rita Wagner"
361,155,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-4","Rita Wagner"
361,157,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-6","Rita Wagner"
361,159,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-8","Rita Wagner"
361,161,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-10","Rita Wagner"
361,163,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-12","Rita Wagner"
303,148,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-5-28","Rita Wagner"
303,150,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-5-30","Rita Wagner"
303,153,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-2","Rita Wagner"
303,155,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-4","Rita Wagner"
303,157,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-6","Rita Wagner"
303,159,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-8","Rita Wagner"
303,161,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-10","Rita Wagner"
303,163,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-12","Rita Wagner"
359,148,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-5-28","Rita Wagner"
359,150,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-5-30","Rita Wagner"
359,153,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-2","Rita Wagner"
359,155,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-4","Rita Wagner"
359,157,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-6","Rita Wagner"
359,159,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-8","Rita Wagner"
359,161,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-10","Rita Wagner"
359,163,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-12","Rita Wagner"
362,148,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-5-28","Rita Wagner"
362,150,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-5-30","Rita Wagner"
362,153,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-2","Rita Wagner"
362,155,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-4","Rita Wagner"
362,157,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-6","Rita Wagner"
362,159,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-8","Rita Wagner"
362,161,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-10","Rita Wagner"
362,163,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-12","Rita Wagner"
351,148,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-5-28","Rita Wagner"
351,150,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-5-30","Rita Wagner"
351,153,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-2","Rita Wagner"
351,155,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-4","Rita Wagner"
351,157,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-6","Rita Wagner"
351,159,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-8","Rita Wagner"
351,161,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-10","Rita Wagner"
351,163,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-12","Rita Wagner"
363,148,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-5-28","Rita Wagner"
363,150,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-5-30","Rita Wagner"
363,153,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-2","Rita Wagner"
363,155,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-4","Rita Wagner"
363,157,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-6","Rita Wagner"
363,159,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-8","Rita Wagner"
363,161,"-","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-10","Rita Wagner"
363,163,"-","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-12","Rita Wagner"
301,148,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-5-28","Rita Wagner"
301,150,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-5-30","Rita Wagner"
301,153,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-2","Rita Wagner"
301,155,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-4","Rita Wagner"
301,157,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-6","Rita Wagner"
301,159,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-8","Rita Wagner"
301,161,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-10","Rita Wagner"
301,163,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-12","Rita Wagner"
307,148,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-5-28","Rita Wagner"
307,150,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-5-30","Rita Wagner"
307,153,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-2","Rita Wagner"
307,155,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-4","Rita Wagner"
307,157,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-6","Rita Wagner"
307,159,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-8","Rita Wagner"
307,161,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-10","Rita Wagner"
307,163,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-12","Rita Wagner"
352,148,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-5-28","Rita Wagner"
352,150,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-5-30","Rita Wagner"
352,153,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-2","Rita Wagner"
352,155,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-4","Rita Wagner"
352,157,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-6","Rita Wagner"
352,159,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-8","Rita Wagner"
352,161,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-10","Rita Wagner"
352,163,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-12","Rita Wagner"
313,148,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-5-28","Rita Wagner"
313,150,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-5-30","Rita Wagner"
313,153,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-2","Rita Wagner"
313,155,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-4","Rita Wagner"
313,157,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-6","Rita Wagner"
313,159,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-8","Rita Wagner"
313,161,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-10","Rita Wagner"
313,163,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-12","Rita Wagner"
319,148,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-5-28","Rita Wagner"
319,150,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-5-30","Rita Wagner"
319,153,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-2","Rita Wagner"
319,155,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-4","Rita Wagner"
319,157,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-6","Rita Wagner"
319,159,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-8","Rita Wagner"
319,161,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-10","Rita Wagner"
319,163,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-12","Rita Wagner"
304,148,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-5-28","Rita Wagner"
304,150,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-5-30","Rita Wagner"
304,153,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-2","Rita Wagner"
304,155,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-4","Rita Wagner"
304,157,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-6","Rita Wagner"
304,159,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-8","Rita Wagner"
304,161,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-10","Rita Wagner"
304,163,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-12","Rita Wagner"
344,148,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-5-28","Rita Wagner"
344,150,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-5-30","Rita Wagner"
344,153,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-2","Rita Wagner"
344,155,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-4","Rita Wagner"
344,157,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-6","Rita Wagner"
344,159,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-8","Rita Wagner"
344,161,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-10","Rita Wagner"
344,163,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-12","Rita Wagner"
311,148,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-5-28","Rita Wagner"
311,150,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-5-30","Rita Wagner"
311,153,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-2","Rita Wagner"
311,155,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-4","Rita Wagner"
311,157,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-6","Rita Wagner"
311,159,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-8","Rita Wagner"
311,161,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-10","Rita Wagner"
311,163,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-12","Rita Wagner"
333,148,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-5-28","Rita Wagner"
333,150,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-5-30","Rita Wagner"
333,153,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-2","Rita Wagner"
333,155,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-4","Rita Wagner"
333,157,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-6","Rita Wagner"
333,159,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-8","Rita Wagner"
333,161,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-10","Rita Wagner"
333,163,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-12","Rita Wagner"
315,148,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-5-28","Rita Wagner"
315,150,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-5-30","Rita Wagner"
315,153,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-2","Rita Wagner"
315,155,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-4","Rita Wagner"
315,157,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-6","Rita Wagner"
315,159,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-8","Rita Wagner"
315,161,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-10","Rita Wagner"
315,163,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-12","Rita Wagner"
345,148,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-5-28","Rita Wagner"
345,150,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-5-30","Rita Wagner"
345,153,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-2","Rita Wagner"
345,155,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-4","Rita Wagner"
345,157,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-6","Rita Wagner"
345,159,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-8","Rita Wagner"
345,161,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-10","Rita Wagner"
345,163,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-12","Rita Wagner"
323,148,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-5-28","Rita Wagner"
323,150,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-5-30","Rita Wagner"
323,153,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-2","Rita Wagner"
323,155,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-4","Rita Wagner"
323,157,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-6","Rita Wagner"
323,159,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-8","Rita Wagner"
323,161,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-10","Rita Wagner"
323,163,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-12","Rita Wagner"
341,148,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-5-28","Rita Wagner"
341,150,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-5-30","Rita Wagner"
341,153,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-2","Rita Wagner"
341,155,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-4","Rita Wagner"
341,157,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-6","Rita Wagner"
341,159,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-8","Rita Wagner"
341,161,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-10","Rita Wagner"
341,163,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-12","Rita Wagner"
339,148,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-5-28","Rita Wagner"
339,150,"4","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-5-30","Rita Wagner"
339,153,"4","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-2","Rita Wagner"
339,155,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-4","Rita Wagner"
339,157,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-6","Rita Wagner"
339,159,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-8","Rita Wagner"
339,161,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-10","Rita Wagner"
339,163,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-12","Rita Wagner"
355,148,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-5-28","Rita Wagner"
355,150,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-5-30","Rita Wagner"
355,153,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-2","Rita Wagner"
355,155,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-4","Rita Wagner"
355,157,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-6","Rita Wagner"
355,159,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-8","Rita Wagner"
355,161,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-10","Rita Wagner"
355,163,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-12","Rita Wagner"
329,148,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-5-28","Rita Wagner"
329,150,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-5-30","Rita Wagner"
329,153,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-2","Rita Wagner"
329,155,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-4","Rita Wagner"
329,157,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-6","Rita Wagner"
329,159,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-8","Rita Wagner"
329,161,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-10","Rita Wagner"
329,163,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-12","Rita Wagner"
364,148,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-5-28","Rita Wagner"
364,150,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-5-30","Rita Wagner"
364,153,"4","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-2","Rita Wagner"
364,155,"4","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-4","Rita Wagner"
364,157,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-6","Rita Wagner"
364,159,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-8","Rita Wagner"
364,161,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-10","Rita Wagner"
364,163,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-12","Rita Wagner"
297,148,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-5-28","Rita Wagner"
297,150,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-5-30","Rita Wagner"
297,153,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-2","Rita Wagner"
297,155,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-4","Rita Wagner"
297,157,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-6","Rita Wagner"
297,159,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-8","Rita Wagner"
297,161,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-10","Rita Wagner"
297,163,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-12","Rita Wagner"
308,148,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-5-28","Rita Wagner"
308,150,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-5-30","Rita Wagner"
308,153,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-2","Rita Wagner"
308,155,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-4","Rita Wagner"
308,157,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-6","Rita Wagner"
308,159,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-8","Rita Wagner"
308,161,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-10","Rita Wagner"
308,163,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-12","Rita Wagner"
324,148,"4","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-5-28","Rita Wagner"
324,150,"4","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-5-30","Rita Wagner"
324,153,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-2","Rita Wagner"
324,155,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-4","Rita Wagner"
324,157,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-6","Rita Wagner"
324,159,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-8","Rita Wagner"
324,161,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-10","Rita Wagner"
324,163,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-12","Rita Wagner"
335,148,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-5-28","Rita Wagner"
335,150,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-5-30","Rita Wagner"
335,153,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-2","Rita Wagner"
335,155,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-4","Rita Wagner"
335,157,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-6","Rita Wagner"
335,159,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-8","Rita Wagner"
335,161,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-10","Rita Wagner"
335,163,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-12","Rita Wagner"
299,148,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-5-28","Rita Wagner"
299,150,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-5-30","Rita Wagner"
299,153,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-2","Rita Wagner"
299,155,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-4","Rita Wagner"
299,157,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-6","Rita Wagner"
299,159,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-8","Rita Wagner"
299,161,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-10","Rita Wagner"
299,163,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-12","Rita Wagner"
320,148,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-5-28","Rita Wagner"
320,150,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-5-30","Rita Wagner"
320,153,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-2","Rita Wagner"
320,155,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-4","Rita Wagner"
320,157,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-6","Rita Wagner"
320,159,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-8","Rita Wagner"
320,161,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-10","Rita Wagner"
320,163,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-12","Rita Wagner"
356,148,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-5-28","Rita Wagner"
356,150,"4","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-5-30","Rita Wagner"
356,153,"4","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-2","Rita Wagner"
356,155,"4","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-4","Rita Wagner"
356,157,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-6","Rita Wagner"
356,159,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-8","Rita Wagner"
356,161,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-10","Rita Wagner"
356,163,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-12","Rita Wagner"
331,148,"-","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-5-28","Rita Wagner"
331,150,"4","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-5-30","Rita Wagner"
331,153,"4","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-2","Rita Wagner"
331,155,"4","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-4","Rita Wagner"
331,157,"-","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-6","Rita Wagner"
331,159,"-","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-8","Rita Wagner"
331,161,"-","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-10","Rita Wagner"
331,163,"-","FEMALE",1997,"PGTIS",220,1592,22,"AA",25,"1997-6-12","Rita Wagner"
365,148,"-","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-5-28","Rita Wagner"
365,150,"4","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-5-30","Rita Wagner"
365,153,"4","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-2","Rita Wagner"
365,155,"4","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-4","Rita Wagner"
365,157,"-","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-6","Rita Wagner"
365,159,"-","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-8","Rita Wagner"
365,161,"-","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-10","Rita Wagner"
365,163,"-","FEMALE",1997,"PGTIS",220,1592,36,"V",45,"1997-6-12","Rita Wagner"
317,148,"-","FEMALE",1997,"PGTIS",220,1597,15,"G",30,"1997-5-28","Rita Wagner"
317,150,"-","FEMALE",1997,"PGTIS",220,1597,15,"G",30,"1997-5-30","Rita Wagner"
317,153,"4","FEMALE",1997,"PGTIS",220,1597,15,"G",30,"1997-6-2","Rita Wagner"
