"Index","DoY","Phenophase_Recorded","Sex","Year","Site","Orchard","Clone","Tree","X","Y","Date","Source","First_RF","Last_RF","State"
343,148,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-5-28","Rita Wagner",148,153,2
343,150,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-5-30","Rita Wagner",148,153,2
343,153,"4","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-2","Rita Wagner",148,153,2
343,155,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-4","Rita Wagner",148,153,3
343,157,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-6","Rita Wagner",148,153,3
343,159,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-8","Rita Wagner",148,153,3
343,161,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-10","Rita Wagner",148,153,3
343,163,"-","FEMALE",1997,"PGTIS",220,980,28,"D",47,"1997-6-12","Rita Wagner",148,153,3
361,148,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-5-28","Rita Wagner",148,155,2
361,150,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-5-30","Rita Wagner",148,155,2
361,153,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-2","Rita Wagner",148,155,2
361,155,"4","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-4","Rita Wagner",148,155,2
361,157,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-6","Rita Wagner",148,155,3
361,159,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-8","Rita Wagner",148,155,3
361,161,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-10","Rita Wagner",148,155,3
361,163,"-","FEMALE",1997,"PGTIS",220,980,36,"Z",45,"1997-6-12","Rita Wagner",148,155,3
303,148,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-5-28","Rita Wagner",150,157,1
303,150,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-5-30","Rita Wagner",150,157,2
303,153,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-2","Rita Wagner",150,157,2
303,155,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-4","Rita Wagner",150,157,2
303,157,"4","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-6","Rita Wagner",150,157,2
303,159,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-8","Rita Wagner",150,157,3
303,161,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-10","Rita Wagner",150,157,3
303,163,"-","FEMALE",1997,"PGTIS",220,985,10,"Y",6,"1997-6-12","Rita Wagner",150,157,3
359,148,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-5-28","Rita Wagner",150,155,1
359,150,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-5-30","Rita Wagner",150,155,2
359,153,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-2","Rita Wagner",150,155,2
359,155,"4","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-4","Rita Wagner",150,155,2
359,157,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-6","Rita Wagner",150,155,3
359,159,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-8","Rita Wagner",150,155,3
359,161,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-10","Rita Wagner",150,155,3
359,163,"-","FEMALE",1997,"PGTIS",220,985,35,"V",47,"1997-6-12","Rita Wagner",150,155,3
362,148,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-5-28","Rita Wagner",148,155,2
362,150,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-5-30","Rita Wagner",148,155,2
362,153,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-2","Rita Wagner",148,155,2
362,155,"4","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-4","Rita Wagner",148,155,2
362,157,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-6","Rita Wagner",148,155,3
362,159,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-8","Rita Wagner",148,155,3
362,161,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-10","Rita Wagner",148,155,3
362,163,"-","FEMALE",1997,"PGTIS",220,985,36,"Z",48,"1997-6-12","Rita Wagner",148,155,3
351,148,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-5-28","Rita Wagner",150,159,1
351,150,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-5-30","Rita Wagner",150,159,2
351,153,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-2","Rita Wagner",150,159,2
351,155,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-4","Rita Wagner",150,159,2
351,157,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-6","Rita Wagner",150,159,2
351,159,"4","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-8","Rita Wagner",150,159,2
351,161,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-10","Rita Wagner",150,159,3
351,163,"-","FEMALE",1997,"PGTIS",220,988,31,"L",47,"1997-6-12","Rita Wagner",150,159,3
363,148,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-5-28","Rita Wagner",148,159,2
363,150,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-5-30","Rita Wagner",148,159,2
363,153,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-2","Rita Wagner",148,159,2
363,155,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-4","Rita Wagner",148,159,2
363,157,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-6","Rita Wagner",148,159,2
363,159,"4","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-8","Rita Wagner",148,159,2
363,161,"-","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-10","Rita Wagner",148,159,3
363,163,"-","FEMALE",1997,"PGTIS",220,988,36,"V",46,"1997-6-12","Rita Wagner",148,159,3
301,148,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-5-28","Rita Wagner",153,159,1
301,150,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-5-30","Rita Wagner",153,159,1
301,153,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-2","Rita Wagner",153,159,2
301,155,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-4","Rita Wagner",153,159,2
301,157,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-6","Rita Wagner",153,159,2
301,159,"4","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-8","Rita Wagner",153,159,2
301,161,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-10","Rita Wagner",153,159,3
301,163,"-","FEMALE",1997,"PGTIS",220,1502,7,"N",10,"1997-6-12","Rita Wagner",153,159,3
307,148,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-5-28","Rita Wagner",153,157,1
307,150,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-5-30","Rita Wagner",153,157,1
307,153,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-2","Rita Wagner",153,157,2
307,155,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-4","Rita Wagner",153,157,2
307,157,"4","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-6","Rita Wagner",153,157,2
307,159,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-8","Rita Wagner",153,157,3
307,161,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-10","Rita Wagner",153,157,3
307,163,"-","FEMALE",1997,"PGTIS",220,1502,11,"W",8,"1997-6-12","Rita Wagner",153,157,3
352,148,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-5-28","Rita Wagner",153,159,1
352,150,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-5-30","Rita Wagner",153,159,1
352,153,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-2","Rita Wagner",153,159,2
352,155,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-4","Rita Wagner",153,159,2
352,157,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-6","Rita Wagner",153,159,2
352,159,"4","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-8","Rita Wagner",153,159,2
352,161,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-10","Rita Wagner",153,159,3
352,163,"-","FEMALE",1997,"PGTIS",220,1502,31,"L",39,"1997-6-12","Rita Wagner",153,159,3
313,148,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-5-28","Rita Wagner",153,159,1
313,150,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-5-30","Rita Wagner",153,159,1
313,153,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-2","Rita Wagner",153,159,2
313,155,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-4","Rita Wagner",153,159,2
313,157,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-6","Rita Wagner",153,159,2
313,159,"4","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-8","Rita Wagner",153,159,2
313,161,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-10","Rita Wagner",153,159,3
313,163,"-","FEMALE",1997,"PGTIS",220,1503,13,"E",22,"1997-6-12","Rita Wagner",153,159,3
319,148,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-5-28","Rita Wagner",148,155,2
319,150,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-5-30","Rita Wagner",148,155,2
319,153,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-2","Rita Wagner",148,155,2
319,155,"4","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-4","Rita Wagner",148,155,2
319,157,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-6","Rita Wagner",148,155,3
319,159,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-8","Rita Wagner",148,155,3
319,161,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-10","Rita Wagner",148,155,3
319,163,"-","FEMALE",1997,"PGTIS",220,1503,17,"Q",17,"1997-6-12","Rita Wagner",148,155,3
304,148,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-5-28","Rita Wagner",150,159,1
304,150,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-5-30","Rita Wagner",150,159,2
304,153,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-2","Rita Wagner",150,159,2
304,155,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-4","Rita Wagner",150,159,2
304,157,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-6","Rita Wagner",150,159,2
304,159,"4","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-8","Rita Wagner",150,159,2
304,161,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-10","Rita Wagner",150,159,3
304,163,"-","FEMALE",1997,"PGTIS",220,1526,10,"U",12,"1997-6-12","Rita Wagner",150,159,3
344,148,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-5-28","Rita Wagner",153,161,1
344,150,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-5-30","Rita Wagner",153,161,1
344,153,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-2","Rita Wagner",153,161,2
344,155,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-4","Rita Wagner",153,161,2
344,157,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-6","Rita Wagner",153,161,2
344,159,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-8","Rita Wagner",153,161,2
344,161,"4","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-10","Rita Wagner",153,161,2
344,163,"-","FEMALE",1997,"PGTIS",220,1526,28,"H",47,"1997-6-12","Rita Wagner",153,161,3
311,148,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-5-28","Rita Wagner",153,157,1
311,150,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-5-30","Rita Wagner",153,157,1
311,153,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-2","Rita Wagner",153,157,2
311,155,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-4","Rita Wagner",153,157,2
311,157,"4","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-6","Rita Wagner",153,157,2
311,159,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-8","Rita Wagner",153,157,3
311,161,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-10","Rita Wagner",153,157,3
311,163,"-","FEMALE",1997,"PGTIS",220,1528,12,"AA",9,"1997-6-12","Rita Wagner",153,157,3
333,148,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-5-28","Rita Wagner",153,161,1
333,150,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-5-30","Rita Wagner",153,161,1
333,153,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-2","Rita Wagner",153,161,2
333,155,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-4","Rita Wagner",153,161,2
333,157,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-6","Rita Wagner",153,161,2
333,159,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-8","Rita Wagner",153,161,2
333,161,"4","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-10","Rita Wagner",153,161,2
333,163,"-","FEMALE",1997,"PGTIS",220,1528,23,"AA",26,"1997-6-12","Rita Wagner",153,161,3
315,148,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-5-28","Rita Wagner",155,159,1
315,150,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-5-30","Rita Wagner",155,159,1
315,153,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-2","Rita Wagner",155,159,1
315,155,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-4","Rita Wagner",155,159,2
315,157,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-6","Rita Wagner",155,159,2
315,159,"4","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-8","Rita Wagner",155,159,2
315,161,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-10","Rita Wagner",155,159,3
315,163,"-","FEMALE",1997,"PGTIS",220,1531,14,"J",22,"1997-6-12","Rita Wagner",155,159,3
345,148,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-5-28","Rita Wagner",155,159,1
345,150,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-5-30","Rita Wagner",155,159,1
345,153,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-2","Rita Wagner",155,159,1
345,155,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-4","Rita Wagner",155,159,2
345,157,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-6","Rita Wagner",155,159,2
345,159,"4","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-8","Rita Wagner",155,159,2
345,161,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-10","Rita Wagner",155,159,3
345,163,"-","FEMALE",1997,"PGTIS",220,1531,28,"B",47,"1997-6-12","Rita Wagner",155,159,3
323,148,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-5-28","Rita Wagner",155,159,1
323,150,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-5-30","Rita Wagner",155,159,1
323,153,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-2","Rita Wagner",155,159,1
323,155,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-4","Rita Wagner",155,159,2
323,157,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-6","Rita Wagner",155,159,2
323,159,"4","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-8","Rita Wagner",155,159,2
323,161,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-10","Rita Wagner",155,159,3
323,163,"-","FEMALE",1997,"PGTIS",220,1542,19,"R",25,"1997-6-12","Rita Wagner",155,159,3
341,148,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-5-28","Rita Wagner",153,159,1
341,150,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-5-30","Rita Wagner",153,159,1
341,153,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-2","Rita Wagner",153,159,2
341,155,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-4","Rita Wagner",153,159,2
341,157,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-6","Rita Wagner",153,159,2
341,159,"4","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-8","Rita Wagner",153,159,2
341,161,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-10","Rita Wagner",153,159,3
341,163,"-","FEMALE",1997,"PGTIS",220,1542,27,"C",40,"1997-6-12","Rita Wagner",153,159,3
339,148,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-5-28","Rita Wagner",150,153,1
339,150,"4","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-5-30","Rita Wagner",150,153,2
339,153,"4","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-2","Rita Wagner",150,153,2
339,155,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-4","Rita Wagner",150,153,3
339,157,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-6","Rita Wagner",150,153,3
339,159,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-8","Rita Wagner",150,153,3
339,161,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-10","Rita Wagner",150,153,3
339,163,"-","FEMALE",1997,"PGTIS",220,1557,25,"F",34,"1997-6-12","Rita Wagner",150,153,3
355,148,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-5-28","Rita Wagner",153,157,1
355,150,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-5-30","Rita Wagner",153,157,1
355,153,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-2","Rita Wagner",153,157,2
355,155,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-4","Rita Wagner",153,157,2
355,157,"4","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-6","Rita Wagner",153,157,2
355,159,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-8","Rita Wagner",153,157,3
355,161,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-10","Rita Wagner",153,157,3
355,163,"-","FEMALE",1997,"PGTIS",220,1557,33,"Y",33,"1997-6-12","Rita Wagner",153,157,3
329,148,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-5-28","Rita Wagner",150,155,1
329,150,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-5-30","Rita Wagner",150,155,2
329,153,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-2","Rita Wagner",150,155,2
329,155,"4","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-4","Rita Wagner",150,155,2
329,157,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-6","Rita Wagner",150,155,3
329,159,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-8","Rita Wagner",150,155,3
329,161,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-10","Rita Wagner",150,155,3
329,163,"-","FEMALE",1997,"PGTIS",220,1559,21,"W",18,"1997-6-12","Rita Wagner",150,155,3
364,148,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-5-28","Rita Wagner",153,155,1
364,150,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-5-30","Rita Wagner",153,155,1
364,153,"4","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-2","Rita Wagner",153,155,2
364,155,"4","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-4","Rita Wagner",153,155,2
364,157,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-6","Rita Wagner",153,155,3
364,159,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-8","Rita Wagner",153,155,3
364,161,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-10","Rita Wagner",153,155,3
364,163,"-","FEMALE",1997,"PGTIS",220,1559,36,"BB",48,"1997-6-12","Rita Wagner",153,155,3
297,148,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-5-28","Rita Wagner",150,157,1
297,150,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-5-30","Rita Wagner",150,157,2
297,153,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-2","Rita Wagner",150,157,2
297,155,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-4","Rita Wagner",150,157,2
297,157,"4","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-6","Rita Wagner",150,157,2
297,159,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-8","Rita Wagner",150,157,3
297,161,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-10","Rita Wagner",150,157,3
297,163,"-","FEMALE",1997,"PGTIS",220,1582,5,"S",4,"1997-6-12","Rita Wagner",150,157,3
308,148,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-5-28","Rita Wagner",150,157,1
308,150,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-5-30","Rita Wagner",150,157,2
308,153,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-2","Rita Wagner",150,157,2
308,155,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-4","Rita Wagner",150,157,2
308,157,"4","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-6","Rita Wagner",150,157,2
308,159,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-8","Rita Wagner",150,157,3
308,161,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-10","Rita Wagner",150,157,3
308,163,"-","FEMALE",1997,"PGTIS",220,1582,11,"CC",8,"1997-6-12","Rita Wagner",150,157,3
324,148,"4","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-5-28","Rita Wagner",148,150,2
324,150,"4","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-5-30","Rita Wagner",148,150,2
324,153,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-2","Rita Wagner",148,150,3
324,155,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-4","Rita Wagner",148,150,3
324,157,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-6","Rita Wagner",148,150,3
324,159,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-8","Rita Wagner",148,150,3
324,161,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-10","Rita Wagner",148,150,3
324,163,"-","FEMALE",1997,"PGTIS",220,1587,19,"O",21,"1997-6-12","Rita Wagner",148,150,3
335,148,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-5-28","Rita Wagner",148,153,2
335,150,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-5-30","Rita Wagner",148,153,2
335,153,"4","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-2","Rita Wagner",148,153,2
335,155,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-4","Rita Wagner",148,153,3
335,157,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-6","Rita Wagner",148,153,3
335,159,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-8","Rita Wagner",148,153,3
335,161,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-10","Rita Wagner",148,153,3
335,163,"-","FEMALE",1997,"PGTIS",220,1587,24,"BB",31,"1997-6-12","Rita Wagner",148,153,3
299,148,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-5-28","Rita Wagner",150,155,1
299,150,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-5-30","Rita Wagner",150,155,2
299,153,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-2","Rita Wagner",150,155,2
299,155,"4","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-4","Rita Wagner",150,155,2
299,157,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-6","Rita Wagner",150,155,3
299,159,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-8","Rita Wagner",150,155,3
299,161,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-10","Rita Wagner",150,155,3
299,163,"-","FEMALE",1997,"PGTIS",220,1591,6,"Q",6,"1997-6-12","Rita Wagner",150,155,3
320,148,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-5-28","Rita Wagner",148,155,2
320,150,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-5-30","Rita Wagner",148,155,2
320,153,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-2","Rita Wagner",148,155,2
320,155,"4","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-4","Rita Wagner",148,155,2
320,157,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-6","Rita Wagner",148,155,3
320,159,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-8","Rita Wagner",148,155,3
320,161,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-10","Rita Wagner",148,155,3
320,163,"-","FEMALE",1997,"PGTIS",220,1591,17,"R",18,"1997-6-12","Rita Wagner",148,155,3
356,148,"-","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-5-28","Rita Wagner",150,155,1
356,150,"4","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-5-30","Rita Wagner",150,155,2
356,153,"4","FEMALE",1997,"PGTIS",220,1591,33,"DD",36,"1997-6-2","Rita Wagner",150,155,2
