"Index","DoY","Phenophase_Recorded","Sex","Year","Site","Orchard","Clone","Tree","X","Y","Date","Source","First_RF","Last_RF","State"
1834,167,"4","FEMALE",2001,"PGTIS",223,1530,NA,"N",37,"2001-6-16","Rita Wagner",159,167,2
1835,155,"-","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-4","Rita Wagner",159,167,1
1835,157,"-","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-6","Rita Wagner",159,167,1
1835,159,"3","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-8","Rita Wagner",159,167,2
1835,161,"3","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-10","Rita Wagner",159,167,2
1835,163,"4","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-12","Rita Wagner",159,167,2
1835,165,"4","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-14","Rita Wagner",159,167,2
1835,167,"4","FEMALE",2001,"PGTIS",223,1541,NA,"J",5,"2001-6-16","Rita Wagner",159,167,2
1836,155,"-","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-4","Rita Wagner",161,167,1
1836,157,"-","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-6","Rita Wagner",161,167,1
1836,159,"-","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-8","Rita Wagner",161,167,1
1836,161,"3","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-10","Rita Wagner",161,167,2
1836,163,"3","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-12","Rita Wagner",161,167,2
1836,165,"4","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-14","Rita Wagner",161,167,2
1836,167,"4","FEMALE",2001,"PGTIS",223,1541,NA,"T",16,"2001-6-16","Rita Wagner",161,167,2
1837,155,"-","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-4","Rita Wagner",157,167,1
1837,157,"3","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-6","Rita Wagner",157,167,2
1837,159,"3","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-8","Rita Wagner",157,167,2
1837,161,"4","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-10","Rita Wagner",157,167,2
1837,163,"4","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-12","Rita Wagner",157,167,2
1837,165,"4","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-14","Rita Wagner",157,167,2
1837,167,"4","FEMALE",2001,"PGTIS",223,1558,NA,"O",8,"2001-6-16","Rita Wagner",157,167,2
1838,155,"-","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-4","Rita Wagner",159,167,1
1838,157,"-","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-6","Rita Wagner",159,167,1
1838,159,"3","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-8","Rita Wagner",159,167,2
1838,161,"3","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-10","Rita Wagner",159,167,2
1838,163,"4","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-12","Rita Wagner",159,167,2
1838,165,"4","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-14","Rita Wagner",159,167,2
1838,167,"4","FEMALE",2001,"PGTIS",223,1558,NA,"S",6,"2001-6-16","Rita Wagner",159,167,2
1839,155,"-","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-4","Rita Wagner",157,167,1
1839,157,"3","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-6","Rita Wagner",157,167,2
1839,159,"3","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-8","Rita Wagner",157,167,2
1839,161,"4","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-10","Rita Wagner",157,167,2
1839,163,"4","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-12","Rita Wagner",157,167,2
1839,165,"4","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-14","Rita Wagner",157,167,2
1839,167,"4","FEMALE",2001,"PGTIS",223,1585,NA,"Q",8,"2001-6-16","Rita Wagner",157,167,2
1840,155,"4","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-4","Rita Wagner",155,163,2
1840,157,"4","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-6","Rita Wagner",155,163,2
1840,159,"4","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-8","Rita Wagner",155,163,2
1840,161,"4","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-10","Rita Wagner",155,163,2
1840,163,"4","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-12","Rita Wagner",155,163,2
1840,165,"-","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-14","Rita Wagner",155,163,3
1840,167,"-","MALE",2001,"PGTIS",223,1468,NA,"N",1,"2001-6-16","Rita Wagner",155,163,3
1841,155,"4","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-4","Rita Wagner",155,163,2
1841,157,"4","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-6","Rita Wagner",155,163,2
1841,159,"4","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-8","Rita Wagner",155,163,2
1841,161,"4","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-10","Rita Wagner",155,163,2
1841,163,"4","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-12","Rita Wagner",155,163,2
1841,165,"-","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-14","Rita Wagner",155,163,3
1841,167,"-","MALE",2001,"PGTIS",223,1468,NA,"O",16,"2001-6-16","Rita Wagner",155,163,3
1842,155,"4","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-4","Rita Wagner",155,163,2
1842,157,"4","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-6","Rita Wagner",155,163,2
1842,159,"4","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-8","Rita Wagner",155,163,2
1842,161,"4","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-10","Rita Wagner",155,163,2
1842,163,"4","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-12","Rita Wagner",155,163,2
1842,165,"-","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-14","Rita Wagner",155,163,3
1842,167,"-","MALE",2001,"PGTIS",223,1469,NA,"Q",3,"2001-6-16","Rita Wagner",155,163,3
1843,155,"4","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-4","Rita Wagner",155,163,2
1843,157,"4","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-6","Rita Wagner",155,163,2
1843,159,"4","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-8","Rita Wagner",155,163,2
1843,161,"4","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-10","Rita Wagner",155,163,2
1843,163,"4","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-12","Rita Wagner",155,163,2
1843,165,"-","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-14","Rita Wagner",155,163,3
1843,167,"-","MALE",2001,"PGTIS",223,1469,NA,"T",5,"2001-6-16","Rita Wagner",155,163,3
1844,155,"4","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-4","Rita Wagner",155,163,2
1844,157,"4","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-6","Rita Wagner",155,163,2
1844,159,"4","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-8","Rita Wagner",155,163,2
1844,161,"4","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-10","Rita Wagner",155,163,2
1844,163,"4","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-12","Rita Wagner",155,163,2
1844,165,"-","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-14","Rita Wagner",155,163,3
1844,167,"-","MALE",2001,"PGTIS",223,1470,NA,"S",11,"2001-6-16","Rita Wagner",155,163,3
1845,155,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-4","Rita Wagner",155,165,2
1845,157,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-6","Rita Wagner",155,165,2
1845,159,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-8","Rita Wagner",155,165,2
1845,161,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-10","Rita Wagner",155,165,2
1845,163,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-12","Rita Wagner",155,165,2
1845,165,"4","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-14","Rita Wagner",155,165,2
1845,167,"-","MALE",2001,"PGTIS",223,1470,NA,"X",14,"2001-6-16","Rita Wagner",155,165,3
1846,155,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-4","Rita Wagner",155,165,2
1846,157,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-6","Rita Wagner",155,165,2
1846,159,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-8","Rita Wagner",155,165,2
1846,161,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-10","Rita Wagner",155,165,2
1846,163,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-12","Rita Wagner",155,165,2
1846,165,"4","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-14","Rita Wagner",155,165,2
1846,167,"-","MALE",2001,"PGTIS",223,1471,NA,"CC",4,"2001-6-16","Rita Wagner",155,165,3
1847,155,"4","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-4","Rita Wagner",155,161,2
1847,157,"4","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-6","Rita Wagner",155,161,2
1847,159,"4","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-8","Rita Wagner",155,161,2
1847,161,"4","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-10","Rita Wagner",155,161,2
1847,163,"-","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-12","Rita Wagner",155,161,3
1847,165,"-","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-14","Rita Wagner",155,161,3
1847,167,"-","MALE",2001,"PGTIS",223,1471,NA,"Z",1,"2001-6-16","Rita Wagner",155,161,3
1848,155,"4","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-4","Rita Wagner",155,161,2
1848,157,"4","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-6","Rita Wagner",155,161,2
1848,159,"4","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-8","Rita Wagner",155,161,2
1848,161,"4","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-10","Rita Wagner",155,161,2
1848,163,"-","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-12","Rita Wagner",155,161,3
1848,165,"-","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-14","Rita Wagner",155,161,3
1848,167,"-","MALE",2001,"PGTIS",223,1473,NA,"U",6,"2001-6-16","Rita Wagner",155,161,3
1849,155,"4","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-4","Rita Wagner",155,163,2
1849,157,"4","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-6","Rita Wagner",155,163,2
1849,159,"4","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-8","Rita Wagner",155,163,2
1849,161,"4","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-10","Rita Wagner",155,163,2
1849,163,"4","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-12","Rita Wagner",155,163,2
1849,165,"-","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-14","Rita Wagner",155,163,3
1849,167,"-","MALE",2001,"PGTIS",223,1473,NA,"W",16,"2001-6-16","Rita Wagner",155,163,3
1850,155,"4","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-4","Rita Wagner",155,163,2
1850,157,"4","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-6","Rita Wagner",155,163,2
1850,159,"4","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-8","Rita Wagner",155,163,2
1850,161,"4","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-10","Rita Wagner",155,163,2
1850,163,"4","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-12","Rita Wagner",155,163,2
1850,165,"-","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-14","Rita Wagner",155,163,3
1850,167,"-","MALE",2001,"PGTIS",223,1474,NA,"U",14,"2001-6-16","Rita Wagner",155,163,3
1851,155,"4","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-4","Rita Wagner",155,163,2
1851,157,"4","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-6","Rita Wagner",155,163,2
1851,159,"4","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-8","Rita Wagner",155,163,2
1851,161,"4","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-10","Rita Wagner",155,163,2
1851,163,"4","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-12","Rita Wagner",155,163,2
1851,165,"-","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-14","Rita Wagner",155,163,3
1851,167,"-","MALE",2001,"PGTIS",223,1474,NA,"W",19,"2001-6-16","Rita Wagner",155,163,3
1852,155,"4","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-4","Rita Wagner",155,161,2
1852,157,"4","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-6","Rita Wagner",155,161,2
1852,159,"4","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-8","Rita Wagner",155,161,2
1852,161,"4","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-10","Rita Wagner",155,161,2
1852,163,"-","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-12","Rita Wagner",155,161,3
1852,165,"-","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-14","Rita Wagner",155,161,3
1852,167,"-","MALE",2001,"PGTIS",223,1476,NA,"AA",23,"2001-6-16","Rita Wagner",155,161,3
1853,155,"4","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-4","Rita Wagner",155,161,2
1853,157,"4","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-6","Rita Wagner",155,161,2
1853,159,"4","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-8","Rita Wagner",155,161,2
1853,161,"4","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-10","Rita Wagner",155,161,2
1853,163,"-","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-12","Rita Wagner",155,161,3
1853,165,"-","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-14","Rita Wagner",155,161,3
1853,167,"-","MALE",2001,"PGTIS",223,1476,NA,"O",2,"2001-6-16","Rita Wagner",155,161,3
1854,155,"4","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-4","Rita Wagner",155,161,2
1854,157,"4","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-6","Rita Wagner",155,161,2
1854,159,"4","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-8","Rita Wagner",155,161,2
1854,161,"4","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-10","Rita Wagner",155,161,2
1854,163,"-","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-12","Rita Wagner",155,161,3
1854,165,"-","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-14","Rita Wagner",155,161,3
1854,167,"-","MALE",2001,"PGTIS",223,1477,NA,"P",3,"2001-6-16","Rita Wagner",155,161,3
1855,155,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-4","Rita Wagner",155,165,2
1855,157,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-6","Rita Wagner",155,165,2
1855,159,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-8","Rita Wagner",155,165,2
1855,161,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-10","Rita Wagner",155,165,2
1855,163,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-12","Rita Wagner",155,165,2
1855,165,"4","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-14","Rita Wagner",155,165,2
1855,167,"-","MALE",2001,"PGTIS",223,1477,NA,"Q",26,"2001-6-16","Rita Wagner",155,165,3
1856,155,"-","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-4","Rita Wagner",157,167,1
1856,157,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-6","Rita Wagner",157,167,2
1856,159,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-8","Rita Wagner",157,167,2
1856,161,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-10","Rita Wagner",157,167,2
1856,163,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-12","Rita Wagner",157,167,2
1856,165,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-14","Rita Wagner",157,167,2
1856,167,"4","MALE",2001,"PGTIS",223,1480,NA,"N",2,"2001-6-16","Rita Wagner",157,167,2
1857,155,"4","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-4","Rita Wagner",155,163,2
1857,157,"4","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-6","Rita Wagner",155,163,2
1857,159,"4","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-8","Rita Wagner",155,163,2
1857,161,"4","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-10","Rita Wagner",155,163,2
1857,163,"4","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-12","Rita Wagner",155,163,2
1857,165,"-","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-14","Rita Wagner",155,163,3
1857,167,"-","MALE",2001,"PGTIS",223,1480,NA,"N",6,"2001-6-16","Rita Wagner",155,163,3
1858,155,"-","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-4","Rita Wagner",157,165,1
1858,157,"4","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-6","Rita Wagner",157,165,2
1858,159,"4","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-8","Rita Wagner",157,165,2
1858,161,"4","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-10","Rita Wagner",157,165,2
1858,163,"4","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-12","Rita Wagner",157,165,2
1858,165,"4","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-14","Rita Wagner",157,165,2
1858,167,"-","MALE",2001,"PGTIS",223,1482,NA,"Q",2,"2001-6-16","Rita Wagner",157,165,3
1859,155,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-4","Rita Wagner",155,165,2
1859,157,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-6","Rita Wagner",155,165,2
1859,159,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-8","Rita Wagner",155,165,2
1859,161,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-10","Rita Wagner",155,165,2
1859,163,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-12","Rita Wagner",155,165,2
1859,165,"4","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-14","Rita Wagner",155,165,2
1859,167,"-","MALE",2001,"PGTIS",223,1482,NA,"Y",3,"2001-6-16","Rita Wagner",155,165,3
1860,155,"4","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-4","Rita Wagner",155,163,2
1860,157,"4","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-6","Rita Wagner",155,163,2
1860,159,"4","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-8","Rita Wagner",155,163,2
1860,161,"4","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-10","Rita Wagner",155,163,2
1860,163,"4","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-12","Rita Wagner",155,163,2
1860,165,"-","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-14","Rita Wagner",155,163,3
1860,167,"-","MALE",2001,"PGTIS",223,1483,NA,"E",2,"2001-6-16","Rita Wagner",155,163,3
1861,155,"4","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-4","Rita Wagner",155,163,2
1861,157,"4","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-6","Rita Wagner",155,163,2
1861,159,"4","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-8","Rita Wagner",155,163,2
1861,161,"4","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-10","Rita Wagner",155,163,2
1861,163,"4","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-12","Rita Wagner",155,163,2
1861,165,"-","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-14","Rita Wagner",155,163,3
1861,167,"-","MALE",2001,"PGTIS",223,1483,NA,"M",21,"2001-6-16","Rita Wagner",155,163,3
1862,155,"-","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-4","Rita Wagner",157,167,1
1862,157,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-6","Rita Wagner",157,167,2
1862,159,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-8","Rita Wagner",157,167,2
1862,161,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-10","Rita Wagner",157,167,2
1862,163,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-12","Rita Wagner",157,167,2
1862,165,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-14","Rita Wagner",157,167,2
1862,167,"4","MALE",2001,"PGTIS",223,1485,NA,"E",1,"2001-6-16","Rita Wagner",157,167,2
1863,155,"4","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-4","Rita Wagner",155,163,2
1863,157,"4","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-6","Rita Wagner",155,163,2
1863,159,"4","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-8","Rita Wagner",155,163,2
1863,161,"4","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-10","Rita Wagner",155,163,2
1863,163,"4","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-12","Rita Wagner",155,163,2
1863,165,"-","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-14","Rita Wagner",155,163,3
1863,167,"-","MALE",2001,"PGTIS",223,1486,NA,"K",23,"2001-6-16","Rita Wagner",155,163,3
1864,155,"4","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-4","Rita Wagner",155,163,2
1864,157,"4","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-6","Rita Wagner",155,163,2
1864,159,"4","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-8","Rita Wagner",155,163,2
1864,161,"4","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-10","Rita Wagner",155,163,2
1864,163,"4","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-12","Rita Wagner",155,163,2
1864,165,"-","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-14","Rita Wagner",155,163,3
1864,167,"-","MALE",2001,"PGTIS",223,1486,NA,"Q",9,"2001-6-16","Rita Wagner",155,163,3
1865,155,"4","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-4","Rita Wagner",155,161,2
1865,157,"4","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-6","Rita Wagner",155,161,2
1865,159,"4","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-8","Rita Wagner",155,161,2
1865,161,"4","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-10","Rita Wagner",155,161,2
1865,163,"-","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-12","Rita Wagner",155,161,3
1865,165,"-","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-14","Rita Wagner",155,161,3
1865,167,"-","MALE",2001,"PGTIS",223,1487,NA,"S",9,"2001-6-16","Rita Wagner",155,161,3
1866,155,"4","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-4","Rita Wagner",155,163,2
1866,157,"4","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-6","Rita Wagner",155,163,2
1866,159,"4","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-8","Rita Wagner",155,163,2
1866,161,"4","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-10","Rita Wagner",155,163,2
1866,163,"4","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-12","Rita Wagner",155,163,2
1866,165,"-","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-14","Rita Wagner",155,163,3
1866,167,"-","MALE",2001,"PGTIS",223,1487,NA,"S",17,"2001-6-16","Rita Wagner",155,163,3
1867,155,"4","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-4","Rita Wagner",155,163,2
1867,157,"4","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-6","Rita Wagner",155,163,2
1867,159,"4","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-8","Rita Wagner",155,163,2
1867,161,"4","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-10","Rita Wagner",155,163,2
1867,163,"4","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-12","Rita Wagner",155,163,2
1867,165,"-","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-14","Rita Wagner",155,163,3
1867,167,"-","MALE",2001,"PGTIS",223,1489,NA,"T",27,"2001-6-16","Rita Wagner",155,163,3
1868,155,"4","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-4","Rita Wagner",155,163,2
1868,157,"4","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-6","Rita Wagner",155,163,2
1868,159,"4","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-8","Rita Wagner",155,163,2
1868,161,"4","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-10","Rita Wagner",155,163,2
1868,163,"4","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-12","Rita Wagner",155,163,2
1868,165,"-","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-14","Rita Wagner",155,163,3
1868,167,"-","MALE",2001,"PGTIS",223,1489,NA,"X",18,"2001-6-16","Rita Wagner",155,163,3
1869,155,"4","MALE",2001,"PGTIS",223,1490,NA,"I",7,"2001-6-4","Rita Wagner",155,163,2
1869,157,"4","MALE",2001,"PGTIS",223,1490,NA,"I",7,"2001-6-6","Rita Wagner",155,163,2
1869,159,"4","MALE",2001,"PGTIS",223,1490,NA,"I",7,"2001-6-8","Rita Wagner",155,163,2
