"Orchard","Year","Sex","Clone","Tree","X","Y","Month","Day","Phenophase","Page"
"220",1997,"FEMALE",980,28,"D",47,5,28,"4",4
"220",1997,"FEMALE",980,28,"D",47,5,30,"4",4
"220",1997,"FEMALE",980,28,"D",47,6,2,"4",4
"220",1997,"FEMALE",980,28,"D",47,6,4,"-",4
"220",1997,"FEMALE",980,28,"D",47,6,6,"-",4
"220",1997,"FEMALE",980,28,"D",47,6,8,"-",4
"220",1997,"FEMALE",980,28,"D",47,6,10,"-",4
"220",1997,"FEMALE",980,28,"D",47,6,12,"-",4
"220",1997,"FEMALE",980,36,"Z",45,5,28,"4",4
"220",1997,"FEMALE",980,36,"Z",45,5,30,"4",4
"220",1997,"FEMALE",980,36,"Z",45,6,2,"4",4
"220",1997,"FEMALE",980,36,"Z",45,6,4,"4",4
"220",1997,"FEMALE",980,36,"Z",45,6,6,"-",4
"220",1997,"FEMALE",980,36,"Z",45,6,8,"-",4
"220",1997,"FEMALE",980,36,"Z",45,6,10,"-",4
"220",1997,"FEMALE",980,36,"Z",45,6,12,"-",4
"220",1997,"FEMALE",985,10,"Y",6,5,28,"-",4
"220",1997,"FEMALE",985,10,"Y",6,5,30,"4",4
"220",1997,"FEMALE",985,10,"Y",6,6,2,"4",4
"220",1997,"FEMALE",985,10,"Y",6,6,4,"4",4
"220",1997,"FEMALE",985,10,"Y",6,6,6,"4",4
"220",1997,"FEMALE",985,10,"Y",6,6,8,"-",4
"220",1997,"FEMALE",985,10,"Y",6,6,10,"-",4
"220",1997,"FEMALE",985,10,"Y",6,6,12,"-",4
"220",1997,"FEMALE",985,35,"V",47,5,28,"-",4
"220",1997,"FEMALE",985,35,"V",47,5,30,"4",4
"220",1997,"FEMALE",985,35,"V",47,6,2,"4",4
"220",1997,"FEMALE",985,35,"V",47,6,4,"4",4
"220",1997,"FEMALE",985,35,"V",47,6,6,"-",4
"220",1997,"FEMALE",985,35,"V",47,6,8,"-",4
"220",1997,"FEMALE",985,35,"V",47,6,10,"-",4
"220",1997,"FEMALE",985,35,"V",47,6,12,"-",4
"220",1997,"FEMALE",985,36,"Z",48,5,28,"4",4
"220",1997,"FEMALE",985,36,"Z",48,5,30,"4",4
"220",1997,"FEMALE",985,36,"Z",48,6,2,"4",4
"220",1997,"FEMALE",985,36,"Z",48,6,4,"4",4
"220",1997,"FEMALE",985,36,"Z",48,6,6,"-",4
"220",1997,"FEMALE",985,36,"Z",48,6,8,"-",4
"220",1997,"FEMALE",985,36,"Z",48,6,10,"-",4
"220",1997,"FEMALE",985,36,"Z",48,6,12,"-",4
"220",1997,"FEMALE",988,31,"L",47,5,28,"-",4
"220",1997,"FEMALE",988,31,"L",47,5,30,"4",4
"220",1997,"FEMALE",988,31,"L",47,6,2,"4",4
"220",1997,"FEMALE",988,31,"L",47,6,4,"4",4
"220",1997,"FEMALE",988,31,"L",47,6,6,"4",4
"220",1997,"FEMALE",988,31,"L",47,6,8,"4",4
"220",1997,"FEMALE",988,31,"L",47,6,10,"-",4
"220",1997,"FEMALE",988,31,"L",47,6,12,"-",4
"220",1997,"FEMALE",988,36,"V",46,5,28,"4",4
"220",1997,"FEMALE",988,36,"V",46,5,30,"4",4
"220",1997,"FEMALE",988,36,"V",46,6,2,"4",4
"220",1997,"FEMALE",988,36,"V",46,6,4,"4",4
"220",1997,"FEMALE",988,36,"V",46,6,6,"4",4
"220",1997,"FEMALE",988,36,"V",46,6,8,"4",4
"220",1997,"FEMALE",988,36,"V",46,6,10,"-",4
"220",1997,"FEMALE",988,36,"V",46,6,12,"-",4
"220",1997,"FEMALE",1502,7,"N",10,5,28,"-",4
"220",1997,"FEMALE",1502,7,"N",10,5,30,"-",4
"220",1997,"FEMALE",1502,7,"N",10,6,2,"4",4
"220",1997,"FEMALE",1502,7,"N",10,6,4,"4",4
"220",1997,"FEMALE",1502,7,"N",10,6,6,"4",4
"220",1997,"FEMALE",1502,7,"N",10,6,8,"4",4
"220",1997,"FEMALE",1502,7,"N",10,6,10,"-",4
"220",1997,"FEMALE",1502,7,"N",10,6,12,"-",4
"220",1997,"FEMALE",1502,11,"W",8,5,28,"-",4
"220",1997,"FEMALE",1502,11,"W",8,5,30,"-",4
"220",1997,"FEMALE",1502,11,"W",8,6,2,"4",4
"220",1997,"FEMALE",1502,11,"W",8,6,4,"4",4
"220",1997,"FEMALE",1502,11,"W",8,6,6,"4",4
"220",1997,"FEMALE",1502,11,"W",8,6,8,"-",4
"220",1997,"FEMALE",1502,11,"W",8,6,10,"-",4
"220",1997,"FEMALE",1502,11,"W",8,6,12,"-",4
"220",1997,"FEMALE",1502,31,"L",39,5,28,"-",4
"220",1997,"FEMALE",1502,31,"L",39,5,30,"-",4
"220",1997,"FEMALE",1502,31,"L",39,6,2,"4",4
"220",1997,"FEMALE",1502,31,"L",39,6,4,"4",4
"220",1997,"FEMALE",1502,31,"L",39,6,6,"4",4
"220",1997,"FEMALE",1502,31,"L",39,6,8,"4",4
"220",1997,"FEMALE",1502,31,"L",39,6,10,"-",4
"220",1997,"FEMALE",1502,31,"L",39,6,12,"-",4
"220",1997,"FEMALE",1503,13,"E",22,5,28,"-",4
"220",1997,"FEMALE",1503,13,"E",22,5,30,"-",4
"220",1997,"FEMALE",1503,13,"E",22,6,2,"4",4
"220",1997,"FEMALE",1503,13,"E",22,6,4,"4",4
"220",1997,"FEMALE",1503,13,"E",22,6,6,"4",4
"220",1997,"FEMALE",1503,13,"E",22,6,8,"4",4
"220",1997,"FEMALE",1503,13,"E",22,6,10,"-",4
"220",1997,"FEMALE",1503,13,"E",22,6,12,"-",4
"220",1997,"FEMALE",1503,17,"Q",17,5,28,"4",4
"220",1997,"FEMALE",1503,17,"Q",17,5,30,"4",4
"220",1997,"FEMALE",1503,17,"Q",17,6,2,"4",4
"220",1997,"FEMALE",1503,17,"Q",17,6,4,"4",4
"220",1997,"FEMALE",1503,17,"Q",17,6,6,"-",4
"220",1997,"FEMALE",1503,17,"Q",17,6,8,"-",4
"220",1997,"FEMALE",1503,17,"Q",17,6,10,"-",4
"220",1997,"FEMALE",1503,17,"Q",17,6,12,"-",4
"220",1997,"FEMALE",1526,10,"U",12,5,28,"-",4
"220",1997,"FEMALE",1526,10,"U",12,5,30,"4",4
"220",1997,"FEMALE",1526,10,"U",12,6,2,"4",4
"220",1997,"FEMALE",1526,10,"U",12,6,4,"4",4
"220",1997,"FEMALE",1526,10,"U",12,6,6,"4",4
"220",1997,"FEMALE",1526,10,"U",12,6,8,"4",4
"220",1997,"FEMALE",1526,10,"U",12,6,10,"-",4
"220",1997,"FEMALE",1526,10,"U",12,6,12,"-",4
"220",1997,"FEMALE",1526,28,"H",47,5,28,"-",4
"220",1997,"FEMALE",1526,28,"H",47,5,30,"-",4
"220",1997,"FEMALE",1526,28,"H",47,6,2,"4",4
"220",1997,"FEMALE",1526,28,"H",47,6,4,"4",4
"220",1997,"FEMALE",1526,28,"H",47,6,6,"4",4
"220",1997,"FEMALE",1526,28,"H",47,6,8,"4",4
"220",1997,"FEMALE",1526,28,"H",47,6,10,"4",4
"220",1997,"FEMALE",1526,28,"H",47,6,12,"-",4
"220",1997,"FEMALE",1528,12,"AA",9,5,28,"-",4
"220",1997,"FEMALE",1528,12,"AA",9,5,30,"-",4
"220",1997,"FEMALE",1528,12,"AA",9,6,2,"4",4
"220",1997,"FEMALE",1528,12,"AA",9,6,4,"4",4
"220",1997,"FEMALE",1528,12,"AA",9,6,6,"4",4
"220",1997,"FEMALE",1528,12,"AA",9,6,8,"-",4
"220",1997,"FEMALE",1528,12,"AA",9,6,10,"-",4
"220",1997,"FEMALE",1528,12,"AA",9,6,12,"-",4
"220",1997,"FEMALE",1528,23,"AA",26,5,28,"-",4
"220",1997,"FEMALE",1528,23,"AA",26,5,30,"-",4
"220",1997,"FEMALE",1528,23,"AA",26,6,2,"4",4
"220",1997,"FEMALE",1528,23,"AA",26,6,4,"4",4
"220",1997,"FEMALE",1528,23,"AA",26,6,6,"4",4
"220",1997,"FEMALE",1528,23,"AA",26,6,8,"4",4
"220",1997,"FEMALE",1528,23,"AA",26,6,10,"4",4
"220",1997,"FEMALE",1528,23,"AA",26,6,12,"-",4
"220",1997,"FEMALE",1531,14,"J",22,5,28,"-",4
"220",1997,"FEMALE",1531,14,"J",22,5,30,"-",4
"220",1997,"FEMALE",1531,14,"J",22,6,2,"-",4
"220",1997,"FEMALE",1531,14,"J",22,6,4,"4",4
"220",1997,"FEMALE",1531,14,"J",22,6,6,"4",4
"220",1997,"FEMALE",1531,14,"J",22,6,8,"4",4
"220",1997,"FEMALE",1531,14,"J",22,6,10,"-",4
"220",1997,"FEMALE",1531,14,"J",22,6,12,"-",4
"220",1997,"FEMALE",1531,28,"B",47,5,28,"-",4
"220",1997,"FEMALE",1531,28,"B",47,5,30,"-",4
"220",1997,"FEMALE",1531,28,"B",47,6,2,"-",4
"220",1997,"FEMALE",1531,28,"B",47,6,4,"4",4
"220",1997,"FEMALE",1531,28,"B",47,6,6,"4",4
"220",1997,"FEMALE",1531,28,"B",47,6,8,"4",4
"220",1997,"FEMALE",1531,28,"B",47,6,10,"-",4
"220",1997,"FEMALE",1531,28,"B",47,6,12,"-",4
"220",1997,"FEMALE",1542,19,"R",25,5,28,"-",4
"220",1997,"FEMALE",1542,19,"R",25,5,30,"-",4
"220",1997,"FEMALE",1542,19,"R",25,6,2,"-",4
"220",1997,"FEMALE",1542,19,"R",25,6,4,"4",4
"220",1997,"FEMALE",1542,19,"R",25,6,6,"4",4
"220",1997,"FEMALE",1542,19,"R",25,6,8,"4",4
"220",1997,"FEMALE",1542,19,"R",25,6,10,"-",4
"220",1997,"FEMALE",1542,19,"R",25,6,12,"-",4
"220",1997,"FEMALE",1542,27,"C",40,5,28,"-",4
"220",1997,"FEMALE",1542,27,"C",40,5,30,"-",4
"220",1997,"FEMALE",1542,27,"C",40,6,2,"4",4
"220",1997,"FEMALE",1542,27,"C",40,6,4,"4",4
"220",1997,"FEMALE",1542,27,"C",40,6,6,"4",4
"220",1997,"FEMALE",1542,27,"C",40,6,8,"4",4
"220",1997,"FEMALE",1542,27,"C",40,6,10,"-",4
"220",1997,"FEMALE",1542,27,"C",40,6,12,"-",4
"220",1997,"FEMALE",1557,25,"F",34,5,28,"-",4
"220",1997,"FEMALE",1557,25,"F",34,5,30,"4",4
"220",1997,"FEMALE",1557,25,"F",34,6,2,"4",4
"220",1997,"FEMALE",1557,25,"F",34,6,4,"-",4
"220",1997,"FEMALE",1557,25,"F",34,6,6,"-",4
"220",1997,"FEMALE",1557,25,"F",34,6,8,"-",4
"220",1997,"FEMALE",1557,25,"F",34,6,10,"-",4
"220",1997,"FEMALE",1557,25,"F",34,6,12,"-",4
"220",1997,"FEMALE",1557,33,"Y",33,5,28,"-",4
"220",1997,"FEMALE",1557,33,"Y",33,5,30,"-",4
"220",1997,"FEMALE",1557,33,"Y",33,6,2,"4",4
"220",1997,"FEMALE",1557,33,"Y",33,6,4,"4",4
"220",1997,"FEMALE",1557,33,"Y",33,6,6,"4",4
"220",1997,"FEMALE",1557,33,"Y",33,6,8,"-",4
"220",1997,"FEMALE",1557,33,"Y",33,6,10,"-",4
"220",1997,"FEMALE",1557,33,"Y",33,6,12,"-",4
"220",1997,"FEMALE",1559,21,"W",18,5,28,"-",4
"220",1997,"FEMALE",1559,21,"W",18,5,30,"4",4
"220",1997,"FEMALE",1559,21,"W",18,6,2,"4",4
"220",1997,"FEMALE",1559,21,"W",18,6,4,"4",4
"220",1997,"FEMALE",1559,21,"W",18,6,6,"-",4
"220",1997,"FEMALE",1559,21,"W",18,6,8,"-",4
"220",1997,"FEMALE",1559,21,"W",18,6,10,"-",4
"220",1997,"FEMALE",1559,21,"W",18,6,12,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,5,28,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,5,30,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,6,2,"4",4
"220",1997,"FEMALE",1559,36,"BB",48,6,4,"4",4
"220",1997,"FEMALE",1559,36,"BB",48,6,6,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,6,8,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,6,10,"-",4
"220",1997,"FEMALE",1559,36,"BB",48,6,12,"-",4
"220",1997,"FEMALE",1582,5,"S",4,5,28,"-",4
"220",1997,"FEMALE",1582,5,"S",4,5,30,"4",4
"220",1997,"FEMALE",1582,5,"S",4,6,2,"4",4
"220",1997,"FEMALE",1582,5,"S",4,6,4,"4",4
"220",1997,"FEMALE",1582,5,"S",4,6,6,"4",4
"220",1997,"FEMALE",1582,5,"S",4,6,8,"-",4
"220",1997,"FEMALE",1582,5,"S",4,6,10,"-",4
"220",1997,"FEMALE",1582,5,"S",4,6,12,"-",4
"220",1997,"FEMALE",1582,11,"CC",8,5,28,"-",4
"220",1997,"FEMALE",1582,11,"CC",8,5,30,"4",4
"220",1997,"FEMALE",1582,11,"CC",8,6,2,"4",4
"220",1997,"FEMALE",1582,11,"CC",8,6,4,"4",4
"220",1997,"FEMALE",1582,11,"CC",8,6,6,"4",4
"220",1997,"FEMALE",1582,11,"CC",8,6,8,"-",4
"220",1997,"FEMALE",1582,11,"CC",8,6,10,"-",4
"220",1997,"FEMALE",1582,11,"CC",8,6,12,"-",4
"220",1997,"FEMALE",1587,19,"O",21,5,28,"4",4
"220",1997,"FEMALE",1587,19,"O",21,5,30,"4",4
"220",1997,"FEMALE",1587,19,"O",21,6,2,"-",4
"220",1997,"FEMALE",1587,19,"O",21,6,4,"-",4
"220",1997,"FEMALE",1587,19,"O",21,6,6,"-",4
"220",1997,"FEMALE",1587,19,"O",21,6,8,"-",4
"220",1997,"FEMALE",1587,19,"O",21,6,10,"-",4
"220",1997,"FEMALE",1587,19,"O",21,6,12,"-",4
"220",1997,"FEMALE",1587,24,"BB",31,5,28,"4",4
"220",1997,"FEMALE",1587,24,"BB",31,5,30,"4",4
"220",1997,"FEMALE",1587,24,"BB",31,6,2,"4",4
"220",1997,"FEMALE",1587,24,"BB",31,6,4,"-",4
"220",1997,"FEMALE",1587,24,"BB",31,6,6,"-",4
"220",1997,"FEMALE",1587,24,"BB",31,6,8,"-",4
"220",1997,"FEMALE",1587,24,"BB",31,6,10,"-",4
"220",1997,"FEMALE",1587,24,"BB",31,6,12,"-",4
"220",1997,"FEMALE",1591,6,"Q",6,5,28,"-",4
"220",1997,"FEMALE",1591,6,"Q",6,5,30,"4",4
"220",1997,"FEMALE",1591,6,"Q",6,6,2,"4",4
"220",1997,"FEMALE",1591,6,"Q",6,6,4,"4",4
"220",1997,"FEMALE",1591,6,"Q",6,6,6,"-",4
"220",1997,"FEMALE",1591,6,"Q",6,6,8,"-",4
"220",1997,"FEMALE",1591,6,"Q",6,6,10,"-",4
"220",1997,"FEMALE",1591,6,"Q",6,6,12,"-",4
"220",1997,"FEMALE",1591,17,"R",18,5,28,"4",4
"220",1997,"FEMALE",1591,17,"R",18,5,30,"4",4
"220",1997,"FEMALE",1591,17,"R",18,6,2,"4",4
"220",1997,"FEMALE",1591,17,"R",18,6,4,"4",4
"220",1997,"FEMALE",1591,17,"R",18,6,6,"-",4
"220",1997,"FEMALE",1591,17,"R",18,6,8,"-",4
"220",1997,"FEMALE",1591,17,"R",18,6,10,"-",4
"220",1997,"FEMALE",1591,17,"R",18,6,12,"-",4
"220",1997,"FEMALE",1591,33,"DD",36,5,28,"-",4
"220",1997,"FEMALE",1591,33,"DD",36,5,30,"4",4
"220",1997,"FEMALE",1591,33,"DD",36,6,2,"4",4
"220",1997,"FEMALE",1591,33,"DD",36,6,4,"4",4
"220",1997,"FEMALE",1591,33,"DD",36,6,6,"-",4
"220",1997,"FEMALE",1591,33,"DD",36,6,8,"-",4
"220",1997,"FEMALE",1591,33,"DD",36,6,10,"-",4
"220",1997,"FEMALE",1591,33,"DD",36,6,12,"-",4
"220",1997,"FEMALE",1592,22,"AA",25,5,28,"-",4
"220",1997,"FEMALE",1592,22,"AA",25,5,30,"4",4
"220",1997,"FEMALE",1592,22,"AA",25,6,2,"4",4
"220",1997,"FEMALE",1592,22,"AA",25,6,4,"4",4
"220",1997,"FEMALE",1592,22,"AA",25,6,6,"-",4
"220",1997,"FEMALE",1592,22,"AA",25,6,8,"-",4
"220",1997,"FEMALE",1592,22,"AA",25,6,10,"-",4
"220",1997,"FEMALE",1592,22,"AA",25,6,12,"-",4
"220",1997,"FEMALE",1592,36,"V",45,5,28,"-",4
"220",1997,"FEMALE",1592,36,"V",45,5,30,"4",4
"220",1997,"FEMALE",1592,36,"V",45,6,2,"4",4
"220",1997,"FEMALE",1592,36,"V",45,6,4,"4",4
"220",1997,"FEMALE",1592,36,"V",45,6,6,"-",4
"220",1997,"FEMALE",1592,36,"V",45,6,8,"-",4
"220",1997,"FEMALE",1592,36,"V",45,6,10,"-",4
"220",1997,"FEMALE",1592,36,"V",45,6,12,"-",4
"220",1997,"FEMALE",1597,15,"G",30,5,28,"-",4
"220",1997,"FEMALE",1597,15,"G",30,5,30,"-",4
"220",1997,"FEMALE",1597,15,"G",30,6,2,"4",4
"220",1997,"FEMALE",1597,15,"G",30,6,4,"4",4
"220",1997,"FEMALE",1597,15,"G",30,6,6,"4",4
"220",1997,"FEMALE",1597,15,"G",30,6,8,"-",4
"220",1997,"FEMALE",1597,15,"G",30,6,10,"-",4
"220",1997,"FEMALE",1597,15,"G",30,6,12,"-",4
"220",1997,"FEMALE",1597,20,"Q",30,5,28,"-",4
"220",1997,"FEMALE",1597,20,"Q",30,5,30,"-",4
"220",1997,"FEMALE",1597,20,"Q",30,6,2,"4",4
"220",1997,"FEMALE",1597,20,"Q",30,6,4,"4",4
"220",1997,"FEMALE",1597,20,"Q",30,6,6,"4",4
"220",1997,"FEMALE",1597,20,"Q",30,6,8,"-",4
"220",1997,"FEMALE",1597,20,"Q",30,6,10,"-",4
"220",1997,"FEMALE",1597,20,"Q",30,6,12,"-",4
"220",1997,"FEMALE",1598,24,"U",26,5,28,"-",4
"220",1997,"FEMALE",1598,24,"U",26,5,30,"-",4
"220",1997,"FEMALE",1598,24,"U",26,6,2,"4",4
"220",1997,"FEMALE",1598,24,"U",26,6,4,"4",4
"220",1997,"FEMALE",1598,24,"U",26,6,6,"4",4
"220",1997,"FEMALE",1598,24,"U",26,6,8,"-",4
"220",1997,"FEMALE",1598,24,"U",26,6,10,"-",4
"220",1997,"FEMALE",1598,24,"U",26,6,12,"-",4
"220",1997,"FEMALE",1598,28,"C",47,5,28,"4",4
"220",1997,"FEMALE",1598,28,"C",47,5,30,"4",4
"220",1997,"FEMALE",1598,28,"C",47,6,2,"4",4
"220",1997,"FEMALE",1598,28,"C",47,6,4,"4",4
"220",1997,"FEMALE",1598,28,"C",47,6,6,"4",4
"220",1997,"FEMALE",1598,28,"C",47,6,8,"-",4
"220",1997,"FEMALE",1598,28,"C",47,6,10,"-",4
"220",1997,"FEMALE",1598,28,"C",47,6,12,"-",4
"220",1997,"MALE",980,28,"D",47,5,28,"4",2
"220",1997,"MALE",980,28,"D",47,5,30,"4",2
"220",1997,"MALE",980,28,"D",47,6,2,"4",2
"220",1997,"MALE",980,28,"D",47,6,4,"-",2
"220",1997,"MALE",980,28,"D",47,6,6,"-",2
"220",1997,"MALE",980,28,"D",47,6,8,"-",2
"220",1997,"MALE",980,28,"D",47,6,10,"-",2
"220",1997,"MALE",980,28,"D",47,6,12,"-",2
"220",1997,"MALE",980,36,"Z",45,5,28,"4",2
"220",1997,"MALE",980,36,"Z",45,5,30,"4",2
"220",1997,"MALE",980,36,"Z",45,6,2,"4",2
"220",1997,"MALE",980,36,"Z",45,6,4,"4",2
"220",1997,"MALE",980,36,"Z",45,6,6,"-",2
"220",1997,"MALE",980,36,"Z",45,6,8,"-",2
"220",1997,"MALE",980,36,"Z",45,6,10,"-",2
"220",1997,"MALE",980,36,"Z",45,6,12,"-",2
"220",1997,"MALE",985,10,"Y",6,5,28,"4",2
"220",1997,"MALE",985,10,"Y",6,5,30,"4",2
"220",1997,"MALE",985,10,"Y",6,6,2,"4",2
"220",1997,"MALE",985,10,"Y",6,6,4,"-",2
"220",1997,"MALE",985,10,"Y",6,6,6,"-",2
"220",1997,"MALE",985,10,"Y",6,6,8,"-",2
"220",1997,"MALE",985,10,"Y",6,6,10,"-",2
"220",1997,"MALE",985,10,"Y",6,6,12,"-",2
"220",1997,"MALE",985,35,"V",47,5,28,"4",2
"220",1997,"MALE",985,35,"V",47,5,30,"4",2
"220",1997,"MALE",985,35,"V",47,6,2,"4",2
"220",1997,"MALE",985,35,"V",47,6,4,"4",2
"220",1997,"MALE",985,35,"V",47,6,6,"-",2
"220",1997,"MALE",985,35,"V",47,6,8,"-",2
"220",1997,"MALE",985,35,"V",47,6,10,"-",2
"220",1997,"MALE",985,35,"V",47,6,12,"-",2
"220",1997,"MALE",985,36,"Z",48,5,28,"4",2
"220",1997,"MALE",985,36,"Z",48,5,30,"4",2
"220",1997,"MALE",985,36,"Z",48,6,2,"4",2
"220",1997,"MALE",985,36,"Z",48,6,4,"4",2
"220",1997,"MALE",985,36,"Z",48,6,6,"-",2
"220",1997,"MALE",985,36,"Z",48,6,8,"-",2
"220",1997,"MALE",985,36,"Z",48,6,10,"-",2
"220",1997,"MALE",985,36,"Z",48,6,12,"-",2
"220",1997,"MALE",988,31,"L",47,5,28,"4",2
"220",1997,"MALE",988,31,"L",47,5,30,"4",2
"220",1997,"MALE",988,31,"L",47,6,2,"4",2
"220",1997,"MALE",988,31,"L",47,6,4,"4",2
"220",1997,"MALE",988,31,"L",47,6,6,"4",2
"220",1997,"MALE",988,31,"L",47,6,8,"-",2
"220",1997,"MALE",988,31,"L",47,6,10,"-",2
"220",1997,"MALE",988,31,"L",47,6,12,"-",2
"220",1997,"MALE",988,36,"V",46,5,28,"4",2
"220",1997,"MALE",988,36,"V",46,5,30,"4",2
"220",1997,"MALE",988,36,"V",46,6,2,"4",2
"220",1997,"MALE",988,36,"V",46,6,4,"4",2
"220",1997,"MALE",988,36,"V",46,6,6,"-",2
"220",1997,"MALE",988,36,"V",46,6,8,"-",2
"220",1997,"MALE",988,36,"V",46,6,10,"-",2
"220",1997,"MALE",988,36,"V",46,6,12,"-",2
"220",1997,"MALE",1502,7,"N",10,5,28,"0",2
"220",1997,"MALE",1502,7,"N",10,5,30,"0",2
"220",1997,"MALE",1502,7,"N",10,6,2,"0",2
"220",1997,"MALE",1502,7,"N",10,6,4,"0",2
"220",1997,"MALE",1502,7,"N",10,6,6,"0",2
"220",1997,"MALE",1502,7,"N",10,6,8,"0",2
"220",1997,"MALE",1502,7,"N",10,6,10,"0",2
"220",1997,"MALE",1502,7,"N",10,6,12,"0",2
"220",1997,"MALE",1502,11,"W",8,5,28,"-",2
"220",1997,"MALE",1502,11,"W",8,5,30,"4",2
"220",1997,"MALE",1502,11,"W",8,6,2,"4",2
"220",1997,"MALE",1502,11,"W",8,6,4,"-",2
"220",1997,"MALE",1502,11,"W",8,6,6,"-",2
"220",1997,"MALE",1502,11,"W",8,6,8,"-",2
"220",1997,"MALE",1502,11,"W",8,6,10,"-",2
"220",1997,"MALE",1502,11,"W",8,6,12,"-",2
"220",1997,"MALE",1502,31,"L",39,5,28,"-",2
"220",1997,"MALE",1502,31,"L",39,5,30,"4",2
"220",1997,"MALE",1502,31,"L",39,6,2,"4",2
"220",1997,"MALE",1502,31,"L",39,6,4,"4",2
"220",1997,"MALE",1502,31,"L",39,6,6,"-",2
"220",1997,"MALE",1502,31,"L",39,6,8,"-",2
"220",1997,"MALE",1502,31,"L",39,6,10,"-",2
"220",1997,"MALE",1502,31,"L",39,6,12,"-",2
"220",1997,"MALE",1503,13,"E",22,5,28,"-",2
"220",1997,"MALE",1503,13,"E",22,5,30,"4",2
"220",1997,"MALE",1503,13,"E",22,6,2,"4",2
"220",1997,"MALE",1503,13,"E",22,6,4,"4",2
"220",1997,"MALE",1503,13,"E",22,6,6,"-",2
"220",1997,"MALE",1503,13,"E",22,6,8,"-",2
"220",1997,"MALE",1503,13,"E",22,6,10,"-",2
"220",1997,"MALE",1503,13,"E",22,6,12,"-",2
"220",1997,"MALE",1503,17,"Q",17,5,28,"4",2
"220",1997,"MALE",1503,17,"Q",17,5,30,"4",2
"220",1997,"MALE",1503,17,"Q",17,6,2,"-",2
"220",1997,"MALE",1503,17,"Q",17,6,4,"-",2
"220",1997,"MALE",1503,17,"Q",17,6,6,"-",2
"220",1997,"MALE",1503,17,"Q",17,6,8,"-",2
"220",1997,"MALE",1503,17,"Q",17,6,10,"-",2
"220",1997,"MALE",1503,17,"Q",17,6,12,"-",2
"220",1997,"MALE",1526,10,"U",12,5,28,"-",2
"220",1997,"MALE",1526,10,"U",12,5,30,"4",2
"220",1997,"MALE",1526,10,"U",12,6,2,"4",2
"220",1997,"MALE",1526,10,"U",12,6,4,"4",2
"220",1997,"MALE",1526,10,"U",12,6,6,"4",2
"220",1997,"MALE",1526,10,"U",12,6,8,"-",2
"220",1997,"MALE",1526,10,"U",12,6,10,"-",2
"220",1997,"MALE",1526,10,"U",12,6,12,"-",2
"220",1997,"MALE",1526,28,"H",47,5,28,"4",2
"220",1997,"MALE",1526,28,"H",47,5,30,"4",2
"220",1997,"MALE",1526,28,"H",47,6,2,"4",2
"220",1997,"MALE",1526,28,"H",47,6,4,"4",2
"220",1997,"MALE",1526,28,"H",47,6,6,"4",2
"220",1997,"MALE",1526,28,"H",47,6,8,"-",2
"220",1997,"MALE",1526,28,"H",47,6,10,"-",2
"220",1997,"MALE",1526,28,"H",47,6,12,"-",2
"220",1997,"MALE",1528,12,"AA",9,5,28,"-",2
"220",1997,"MALE",1528,12,"AA",9,5,30,"4",2
"220",1997,"MALE",1528,12,"AA",9,6,2,"4",2
"220",1997,"MALE",1528,12,"AA",9,6,4,"4",2
"220",1997,"MALE",1528,12,"AA",9,6,6,"-",2
"220",1997,"MALE",1528,12,"AA",9,6,8,"-",2
"220",1997,"MALE",1528,12,"AA",9,6,10,"-",2
"220",1997,"MALE",1528,12,"AA",9,6,12,"-",2
"220",1997,"MALE",1528,23,"AA",26,5,28,"-",2
"220",1997,"MALE",1528,23,"AA",26,5,30,"4",2
"220",1997,"MALE",1528,23,"AA",26,6,2,"4",2
"220",1997,"MALE",1528,23,"AA",26,6,4,"4",2
"220",1997,"MALE",1528,23,"AA",26,6,6,"4",2
"220",1997,"MALE",1528,23,"AA",26,6,8,"-",2
"220",1997,"MALE",1528,23,"AA",26,6,10,"-",2
"220",1997,"MALE",1528,23,"AA",26,6,12,"-",2
"220",1997,"MALE",1531,14,"J",22,5,28,"4",2
"220",1997,"MALE",1531,14,"J",22,5,30,"4",2
"220",1997,"MALE",1531,14,"J",22,6,2,"4",2
"220",1997,"MALE",1531,14,"J",22,6,4,"4",2
"220",1997,"MALE",1531,14,"J",22,6,6,"-",2
"220",1997,"MALE",1531,14,"J",22,6,8,"-",2
"220",1997,"MALE",1531,14,"J",22,6,10,"-",2
"220",1997,"MALE",1531,14,"J",22,6,12,"-",2
"220",1997,"MALE",1531,28,"B",47,5,28,"-",2
"220",1997,"MALE",1531,28,"B",47,5,30,"4",2
"220",1997,"MALE",1531,28,"B",47,6,2,"4",2
"220",1997,"MALE",1531,28,"B",47,6,4,"4",2
"220",1997,"MALE",1531,28,"B",47,6,6,"-",2
"220",1997,"MALE",1531,28,"B",47,6,8,"-",2
"220",1997,"MALE",1531,28,"B",47,6,10,"-",2
"220",1997,"MALE",1531,28,"B",47,6,12,"-",2
"220",1997,"MALE",1542,19,"R",25,5,28,"-",2
"220",1997,"MALE",1542,19,"R",25,5,30,"4",2
"220",1997,"MALE",1542,19,"R",25,6,2,"4",2
