"Orchard","Year","Sex","Clone","Tree","X","Y","Month","Day","Phenophase","Page"
"220",2006,"MALE",1503,NA,"Q",17,6,8,"-",27
"220",2006,"MALE",1526,NA,"A",14,5,29,"4",27
"220",2006,"MALE",1526,NA,"A",14,6,1,"4",27
"220",2006,"MALE",1526,NA,"A",14,6,5,"4",27
"220",2006,"MALE",1526,NA,"A",14,6,7,"4",27
"220",2006,"MALE",1526,NA,"A",14,6,8,"-",27
"220",2006,"MALE",1526,NA,"H",47,5,29,"4",28
"220",2006,"MALE",1526,NA,"H",47,6,1,"4",28
"220",2006,"MALE",1526,NA,"H",47,6,5,"4",28
"220",2006,"MALE",1526,NA,"H",47,6,7,"4",28
"220",2006,"MALE",1526,NA,"H",47,6,8,"-",28
"220",2006,"MALE",1528,NA,"AA",9,5,29,"4",27
"220",2006,"MALE",1528,NA,"AA",9,6,1,"4",27
"220",2006,"MALE",1528,NA,"AA",9,6,5,"4",27
"220",2006,"MALE",1528,NA,"AA",9,6,7,"4",27
"220",2006,"MALE",1528,NA,"AA",9,6,8,"-",27
"220",2006,"MALE",1528,NA,"AA",26,5,29,"4",27
"220",2006,"MALE",1528,NA,"AA",26,6,1,"4",27
"220",2006,"MALE",1528,NA,"AA",26,6,5,"4",27
"220",2006,"MALE",1528,NA,"AA",26,6,7,"4",27
"220",2006,"MALE",1528,NA,"AA",26,6,8,"4",27
"220",2006,"MALE",1531,NA,"B",47,5,29,"4",28
"220",2006,"MALE",1531,NA,"B",47,6,1,"4",28
"220",2006,"MALE",1531,NA,"B",47,6,5,"4",28
"220",2006,"MALE",1531,NA,"B",47,6,8,"-",28
"220",2006,"MALE",1531,NA,"J",22,5,29,"4",27
"220",2006,"MALE",1531,NA,"J",22,6,1,"4",27
"220",2006,"MALE",1531,NA,"J",22,6,5,"4",27
"220",2006,"MALE",1531,NA,"J",22,6,8,"-",27
"220",2006,"MALE",1542,NA,"G",33,5,29,"4",27
"220",2006,"MALE",1542,NA,"G",33,6,1,"4",27
"220",2006,"MALE",1542,NA,"G",33,6,5,"4",27
"220",2006,"MALE",1542,NA,"G",33,6,7,"4",27
"220",2006,"MALE",1542,NA,"G",33,6,8,"4",27
"220",2006,"MALE",1542,NA,"R",25,5,29,"4",27
"220",2006,"MALE",1542,NA,"R",25,6,1,"4",27
"220",2006,"MALE",1542,NA,"R",25,6,5,"4",27
"220",2006,"MALE",1542,NA,"R",25,6,7,"-",27
"220",2006,"MALE",1542,NA,"R",25,6,8,"-",27
"220",2006,"MALE",1557,NA,"F",34,5,29,"4",27
"220",2006,"MALE",1557,NA,"F",34,6,1,"4",27
"220",2006,"MALE",1557,NA,"F",34,6,5,"4",27
"220",2006,"MALE",1557,NA,"F",34,6,8,"-",27
"220",2006,"MALE",1557,NA,"Y",33,5,29,"4",27
"220",2006,"MALE",1557,NA,"Y",33,6,1,"4",27
"220",2006,"MALE",1557,NA,"Y",33,6,5,"4",27
"220",2006,"MALE",1557,NA,"Y",33,6,8,"-",27
"220",2006,"MALE",1559,NA,"BB",48,5,29,"4",28
"220",2006,"MALE",1559,NA,"BB",48,6,1,"4",28
"220",2006,"MALE",1559,NA,"BB",48,6,5,"4",28
"220",2006,"MALE",1559,NA,"BB",48,6,8,"-",28
"220",2006,"MALE",1559,NA,"W",18,5,29,"4",27
"220",2006,"MALE",1559,NA,"W",18,6,1,"4",27
"220",2006,"MALE",1559,NA,"W",18,6,5,"4",27
"220",2006,"MALE",1559,NA,"W",18,6,8,"4",27
"220",2006,"MALE",1582,NA,"CC",8,5,29,"4",27
"220",2006,"MALE",1582,NA,"CC",8,6,1,"4",27
"220",2006,"MALE",1582,NA,"CC",8,6,5,"4",27
"220",2006,"MALE",1582,NA,"CC",8,6,8,"-",27
"220",2006,"MALE",1582,NA,"S",4,5,29,"4",27
"220",2006,"MALE",1582,NA,"S",4,6,1,"4",27
"220",2006,"MALE",1582,NA,"S",4,6,5,"4",27
"220",2006,"MALE",1582,NA,"S",4,6,8,"-",27
"220",2006,"MALE",1587,NA,"O",21,5,29,"4",27
"220",2006,"MALE",1587,NA,"O",21,6,1,"4",27
"220",2006,"MALE",1587,NA,"O",21,6,5,"4",27
"220",2006,"MALE",1587,NA,"O",21,6,8,"-",27
"220",2006,"MALE",1587,NA,"S",23,5,29,"4",27
"220",2006,"MALE",1587,NA,"S",23,6,1,"4",27
"220",2006,"MALE",1587,NA,"S",23,6,5,"4",27
"220",2006,"MALE",1587,NA,"S",23,6,8,"-",27
"220",2006,"MALE",1591,NA,"DD",36,5,29,"4",27
"220",2006,"MALE",1591,NA,"DD",36,6,1,"4",27
"220",2006,"MALE",1591,NA,"DD",36,6,5,"4",27
"220",2006,"MALE",1591,NA,"DD",36,6,8,"-",27
"220",2006,"MALE",1591,NA,"R",18,5,29,"4",27
"220",2006,"MALE",1591,NA,"R",18,6,1,"4",27
"220",2006,"MALE",1591,NA,"R",18,6,5,"4",27
"220",2006,"MALE",1591,NA,"R",18,6,8,"-",27
"220",2006,"MALE",1592,NA,"AA",25,5,29,"4",27
"220",2006,"MALE",1592,NA,"AA",25,6,1,"4",27
"220",2006,"MALE",1592,NA,"AA",25,6,5,"4",27
"220",2006,"MALE",1592,NA,"AA",25,6,8,"-",27
"220",2006,"MALE",1592,NA,"M",45,5,29,"4",28
"220",2006,"MALE",1592,NA,"M",45,6,1,"4",28
"220",2006,"MALE",1592,NA,"M",45,6,5,"4",28
"220",2006,"MALE",1592,NA,"M",45,6,8,"-",28
"220",2006,"MALE",1597,NA,"J",2,5,29,"4",27
"220",2006,"MALE",1597,NA,"J",2,6,1,"4",27
"220",2006,"MALE",1597,NA,"J",2,6,5,"4",27
"220",2006,"MALE",1597,NA,"J",2,6,8,"-",27
"220",2006,"MALE",1597,NA,"R",5,5,29,"4",27
"220",2006,"MALE",1597,NA,"R",5,6,1,"4",27
"220",2006,"MALE",1597,NA,"R",5,6,5,"4",27
"220",2006,"MALE",1597,NA,"R",5,6,8,"-",27
"220",2006,"MALE",1598,NA,"C",47,5,29,"4",28
"220",2006,"MALE",1598,NA,"C",47,6,1,"4",28
"220",2006,"MALE",1598,NA,"C",47,6,5,"4",28
"220",2006,"MALE",1598,NA,"C",47,6,8,"-",28
"220",2006,"MALE",1598,NA,"DD",19,5,29,"4",27
"220",2006,"MALE",1598,NA,"DD",19,6,1,"4",27
"220",2006,"MALE",1598,NA,"DD",19,6,5,"4",27
"220",2006,"MALE",1598,NA,"DD",19,6,8,"-",27
"220",2007,"FEMALE",980,NA,"D",47,6,6,"4",31
"220",2007,"FEMALE",980,NA,"D",47,6,11,"-",31
"220",2007,"FEMALE",980,NA,"Z",45,6,6,"4",31
"220",2007,"FEMALE",980,NA,"Z",45,6,11,"-",31
"220",2007,"FEMALE",984,NA,"E",43,6,6,"4",31
"220",2007,"FEMALE",984,NA,"E",43,6,11,"-",31
"220",2007,"FEMALE",984,NA,"F",24,6,6,"4",30
"220",2007,"FEMALE",984,NA,"F",24,6,11,"-",30
"220",2007,"FEMALE",985,NA,"B",45,6,6,"4",31
"220",2007,"FEMALE",985,NA,"B",45,6,11,"-",31
"220",2007,"FEMALE",985,NA,"Z",48,6,6,"4",31
"220",2007,"FEMALE",985,NA,"Z",48,6,11,"-",31
"220",2007,"FEMALE",988,NA,"BB",46,6,6,"4",31
"220",2007,"FEMALE",988,NA,"BB",46,6,11,"-",31
"220",2007,"FEMALE",988,NA,"L",47,6,6,"4",31
"220",2007,"FEMALE",988,NA,"L",47,6,11,"-",31
"220",2007,"FEMALE",1472,NA,"F",46,6,6,"-",31
"220",2007,"FEMALE",1472,NA,"F",46,6,11,"4",31
"220",2007,"FEMALE",1472,NA,"G",34,6,6,"4",31
"220",2007,"FEMALE",1472,NA,"G",34,6,11,"4",31
"220",2007,"FEMALE",1475,NA,"CC",35,6,6,"4",31
"220",2007,"FEMALE",1475,NA,"CC",35,6,11,"-",31
"220",2007,"FEMALE",1475,NA,"F",8,6,6,"4",30
"220",2007,"FEMALE",1475,NA,"F",8,6,11,"-",30
"220",2007,"FEMALE",1478,NA,"DD",41,6,6,"4",31
"220",2007,"FEMALE",1478,NA,"DD",41,6,11,"-",31
"220",2007,"FEMALE",1478,NA,"U",24,6,6,"4",30
"220",2007,"FEMALE",1478,NA,"U",24,6,11,"-",30
"220",2007,"FEMALE",1479,NA,"F",15,6,6,"4",30
"220",2007,"FEMALE",1479,NA,"F",15,6,11,"-",30
"220",2007,"FEMALE",1479,NA,"V",15,6,6,"4",30
"220",2007,"FEMALE",1479,NA,"V",15,6,11,"-",30
"220",2007,"FEMALE",1481,NA,"DD",5,6,6,"4.5",30
"220",2007,"FEMALE",1481,NA,"DD",5,6,11,"-",30
"220",2007,"FEMALE",1481,NA,"Q",43,6,6,"4",31
"220",2007,"FEMALE",1481,NA,"Q",43,6,11,"-",31
"220",2007,"FEMALE",1484,NA,"C",30,6,6,"4",30
"220",2007,"FEMALE",1484,NA,"C",30,6,11,"-",30
"220",2007,"FEMALE",1484,NA,"DD",16,6,6,"4",30
"220",2007,"FEMALE",1484,NA,"DD",16,6,11,"-",30
"220",2007,"FEMALE",1488,NA,"F",36,6,6,"4",31
"220",2007,"FEMALE",1488,NA,"F",36,6,11,"-",31
"220",2007,"FEMALE",1488,NA,"Y",42,6,6,"4",31
"220",2007,"FEMALE",1488,NA,"Y",42,6,11,"-",31
"220",2007,"FEMALE",1502,NA,"A",2,6,6,"-",30
"220",2007,"FEMALE",1502,NA,"A",2,6,11,"4",30
"220",2007,"FEMALE",1502,NA,"U",27,6,6,"3",30
"220",2007,"FEMALE",1502,NA,"U",27,6,11,"4",30
"220",2007,"FEMALE",1503,NA,"E",22,6,6,"4",30
"220",2007,"FEMALE",1503,NA,"E",22,6,11,"-",30
"220",2007,"FEMALE",1503,NA,"Q",17,6,6,"4",30
"220",2007,"FEMALE",1503,NA,"Q",17,6,11,"-",30
"220",2007,"FEMALE",1526,NA,"A",14,6,6,"3",30
"220",2007,"FEMALE",1526,NA,"A",14,6,11,"4",30
"220",2007,"FEMALE",1526,NA,"H",47,6,6,"-",31
"220",2007,"FEMALE",1526,NA,"H",47,6,11,"4",31
"220",2007,"FEMALE",1528,NA,"AA",9,6,6,"3",30
"220",2007,"FEMALE",1528,NA,"AA",9,6,11,"4",30
"220",2007,"FEMALE",1528,NA,"AA",26,6,6,"3",30
"220",2007,"FEMALE",1528,NA,"AA",26,6,11,"4",30
"220",2007,"FEMALE",1531,NA,"B",47,6,6,"4",31
"220",2007,"FEMALE",1531,NA,"B",47,6,11,"-",31
"220",2007,"FEMALE",1531,NA,"J",22,6,6,"4",30
"220",2007,"FEMALE",1531,NA,"J",22,6,11,"-",30
"220",2007,"FEMALE",1542,NA,"G",33,6,6,"3",30
"220",2007,"FEMALE",1542,NA,"G",33,6,11,"4",30
"220",2007,"FEMALE",1542,NA,"R",25,6,6,"-",30
"220",2007,"FEMALE",1542,NA,"R",25,6,11,"4",30
"220",2007,"FEMALE",1557,NA,"F",34,6,6,"4",30
"220",2007,"FEMALE",1557,NA,"F",34,6,11,"-",30
"220",2007,"FEMALE",1557,NA,"Y",33,6,6,"4",30
"220",2007,"FEMALE",1557,NA,"Y",33,6,11,"4",30
"220",2007,"FEMALE",1559,NA,"BB",48,6,6,"4",31
"220",2007,"FEMALE",1559,NA,"BB",48,6,11,"-",31
"220",2007,"FEMALE",1559,NA,"W",18,6,6,"4",30
"220",2007,"FEMALE",1559,NA,"W",18,6,11,"-",30
"220",2007,"FEMALE",1582,NA,"CC",8,6,6,"4",30
"220",2007,"FEMALE",1582,NA,"CC",8,6,11,"4.5",30
"220",2007,"FEMALE",1582,NA,"S",4,6,6,"4",30
"220",2007,"FEMALE",1582,NA,"S",4,6,11,"-",30
"220",2007,"FEMALE",1587,NA,"G",16,6,6,"4",30
"220",2007,"FEMALE",1587,NA,"G",16,6,11,"-",30
"220",2007,"FEMALE",1587,NA,"S",23,6,6,"4",30
"220",2007,"FEMALE",1587,NA,"S",23,6,11,"-",30
"220",2007,"FEMALE",1591,NA,"DD",36,6,6,"4",31
"220",2007,"FEMALE",1591,NA,"DD",36,6,11,"-",31
"220",2007,"FEMALE",1591,NA,"T",8,6,6,"4",30
"220",2007,"FEMALE",1591,NA,"T",8,6,11,"-",30
"220",2007,"FEMALE",1592,NA,"AA",25,6,6,"4",30
"220",2007,"FEMALE",1592,NA,"AA",25,6,11,"-",30
"220",2007,"FEMALE",1592,NA,"M",45,6,6,"3",31
"220",2007,"FEMALE",1592,NA,"M",45,6,11,"4",31
"220",2007,"FEMALE",1597,NA,"J",2,6,6,"4",30
"220",2007,"FEMALE",1597,NA,"J",2,6,11,"-",30
"220",2007,"FEMALE",1597,NA,"R",5,6,6,"4",30
"220",2007,"FEMALE",1597,NA,"R",5,6,11,"-",30
"220",2007,"FEMALE",1598,NA,"C",47,6,6,"4",31
"220",2007,"FEMALE",1598,NA,"C",47,6,11,"-",31
"220",2007,"FEMALE",1598,NA,"DD",19,6,6,"4",30
"220",2007,"FEMALE",1598,NA,"DD",19,6,11,"-",30
"220",2007,"MALE",980,NA,"D",47,6,6,"4",31
"220",2007,"MALE",980,NA,"D",47,6,11,"4",31
"220",2007,"MALE",980,NA,"Z",45,6,6,"4",31
"220",2007,"MALE",980,NA,"Z",45,6,11,"-",31
"220",2007,"MALE",984,NA,"E",43,6,6,"4",31
"220",2007,"MALE",984,NA,"E",43,6,11,"-",31
"220",2007,"MALE",984,NA,"F",24,6,6,"4",30
"220",2007,"MALE",984,NA,"F",24,6,11,"-",30
"220",2007,"MALE",985,NA,"B",45,6,6,"4",31
"220",2007,"MALE",985,NA,"B",45,6,11,"4",31
"220",2007,"MALE",985,NA,"Z",48,6,6,"4",31
"220",2007,"MALE",985,NA,"Z",48,6,11,"4",31
"220",2007,"MALE",988,NA,"BB",46,6,6,"4",31
"220",2007,"MALE",988,NA,"BB",46,6,11,"4",31
"220",2007,"MALE",988,NA,"L",47,6,6,"4",31
"220",2007,"MALE",988,NA,"L",47,6,11,"4",31
"220",2007,"MALE",1472,NA,"F",46,6,6,"4",31
"220",2007,"MALE",1472,NA,"F",46,6,11,"-",31
"220",2007,"MALE",1472,NA,"G",34,6,6,"4",31
"220",2007,"MALE",1472,NA,"G",34,6,11,"4",31
"220",2007,"MALE",1475,NA,"CC",35,6,6,"4",31
"220",2007,"MALE",1475,NA,"CC",35,6,11,"-",31
"220",2007,"MALE",1475,NA,"F",8,6,6,"4",30
"220",2007,"MALE",1475,NA,"F",8,6,11,"-",30
"220",2007,"MALE",1478,NA,"DD",41,6,6,"4",31
"220",2007,"MALE",1478,NA,"DD",41,6,11,"4",31
"220",2007,"MALE",1478,NA,"U",24,6,6,"4",30
"220",2007,"MALE",1478,NA,"U",24,6,11,"4",30
"220",2007,"MALE",1479,NA,"F",15,6,6,"4",30
"220",2007,"MALE",1479,NA,"F",15,6,11,"4",30
"220",2007,"MALE",1479,NA,"V",15,6,6,"4",30
"220",2007,"MALE",1479,NA,"V",15,6,11,"-",30
"220",2007,"MALE",1481,NA,"DD",5,6,6,"4",30
"220",2007,"MALE",1481,NA,"DD",5,6,11,"4",30
"220",2007,"MALE",1481,NA,"Q",43,6,6,"4",31
"220",2007,"MALE",1481,NA,"Q",43,6,11,"-",31
"220",2007,"MALE",1484,NA,"C",30,6,6,"4",30
"220",2007,"MALE",1484,NA,"C",30,6,11,"4",30
"220",2007,"MALE",1484,NA,"DD",16,6,6,"4",30
"220",2007,"MALE",1484,NA,"DD",16,6,11,"4",30
"220",2007,"MALE",1488,NA,"F",36,6,6,"4",31
"220",2007,"MALE",1488,NA,"F",36,6,11,"-",31
"220",2007,"MALE",1488,NA,"Y",42,6,6,"4",31
"220",2007,"MALE",1488,NA,"Y",42,6,11,"-",31
"220",2007,"MALE",1502,NA,"A",2,6,6,"4",30
"220",2007,"MALE",1502,NA,"A",2,6,11,"4",30
"220",2007,"MALE",1502,NA,"U",27,6,6,"4",30
"220",2007,"MALE",1502,NA,"U",27,6,11,"4",30
"220",2007,"MALE",1503,NA,"E",22,6,6,"4",30
"220",2007,"MALE",1503,NA,"E",22,6,11,"-",30
"220",2007,"MALE",1503,NA,"Q",17,6,6,"4",30
"220",2007,"MALE",1503,NA,"Q",17,6,11,"4",30
"220",2007,"MALE",1526,NA,"A",14,6,6,"4",30
"220",2007,"MALE",1526,NA,"A",14,6,11,"4",30
"220",2007,"MALE",1526,NA,"H",47,6,6,"4",31
"220",2007,"MALE",1526,NA,"H",47,6,11,"4",31
"220",2007,"MALE",1528,NA,"AA",9,6,6,"4",30
"220",2007,"MALE",1528,NA,"AA",9,6,11,"4",30
"220",2007,"MALE",1528,NA,"AA",26,6,6,"4",30
"220",2007,"MALE",1528,NA,"AA",26,6,11,"4",30
"220",2007,"MALE",1531,NA,"B",47,6,6,"4",31
"220",2007,"MALE",1531,NA,"B",47,6,11,"4",31
"220",2007,"MALE",1531,NA,"J",22,6,6,"4",30
"220",2007,"MALE",1531,NA,"J",22,6,11,"4",30
"220",2007,"MALE",1542,NA,"G",33,6,6,"4",30
"220",2007,"MALE",1542,NA,"G",33,6,11,"4",30
"220",2007,"MALE",1542,NA,"R",25,6,6,"4",30
"220",2007,"MALE",1542,NA,"R",25,6,11,"4",30
"220",2007,"MALE",1557,NA,"F",34,6,6,"4",30
"220",2007,"MALE",1557,NA,"F",34,6,11,"4",30
"220",2007,"MALE",1557,NA,"Y",33,6,6,"4",30
"220",2007,"MALE",1557,NA,"Y",33,6,11,"4",30
"220",2007,"MALE",1559,NA,"BB",48,6,6,"4",31
"220",2007,"MALE",1559,NA,"BB",48,6,11,"4",31
"220",2007,"MALE",1559,NA,"W",18,6,6,"4",30
"220",2007,"MALE",1559,NA,"W",18,6,11,"4",30
"220",2007,"MALE",1582,NA,"CC",8,6,6,"4",30
"220",2007,"MALE",1582,NA,"CC",8,6,11,"4",30
"220",2007,"MALE",1582,NA,"S",4,6,6,"4",30
"220",2007,"MALE",1582,NA,"S",4,6,11,"4",30
"220",2007,"MALE",1587,NA,"G",16,6,6,"4",30
"220",2007,"MALE",1587,NA,"G",16,6,11,"-",30
"220",2007,"MALE",1587,NA,"S",23,6,6,"4",30
"220",2007,"MALE",1587,NA,"S",23,6,11,"-",30
"220",2007,"MALE",1591,NA,"DD",36,6,6,"4",31
"220",2007,"MALE",1591,NA,"DD",36,6,11,"4",31
"220",2007,"MALE",1591,NA,"T",8,6,6,"4",30
"220",2007,"MALE",1591,NA,"T",8,6,11,"4",30
"220",2007,"MALE",1592,NA,"AA",25,6,6,"4",30
"220",2007,"MALE",1592,NA,"AA",25,6,11,"4",30
"220",2007,"MALE",1592,NA,"M",45,6,6,"4",31
"220",2007,"MALE",1592,NA,"M",45,6,11,"-",31
"220",2007,"MALE",1597,NA,"J",2,6,6,"4",30
"220",2007,"MALE",1597,NA,"J",2,6,11,"-",30
"220",2007,"MALE",1597,NA,"R",5,6,6,"4",30
"220",2007,"MALE",1597,NA,"R",5,6,11,"-",30
"220",2007,"MALE",1598,NA,"C",47,6,6,"4",31
"220",2007,"MALE",1598,NA,"C",47,6,11,"-",31
"220",2007,"MALE",1598,NA,"DD",19,6,6,"4",30
"220",2007,"MALE",1598,NA,"DD",19,6,11,"4",30
"220",2008,"FEMALE",980,NA,"DD",3,6,9,"4",33
"220",2008,"FEMALE",980,NA,"DD",15,6,9,"4.5",33
"220",2008,"FEMALE",984,NA,"A",46,6,9,"4",33
"220",2008,"FEMALE",984,NA,"C",8,6,9,"4",33
"220",2008,"FEMALE",985,NA,"A",27,6,9,"4",33
"220",2008,"FEMALE",985,NA,"A",36,6,9,"4",33
"220",2008,"FEMALE",988,NA,"A",37,6,9,"3",33
"220",2008,"FEMALE",988,NA,"L",47,6,9,"4",33
"220",2008,"FEMALE",1472,NA,"A",45,6,9,"3",33
"220",2008,"FEMALE",1472,NA,"B",1,6,9,"-",33
"220",2008,"FEMALE",1475,NA,"CC",35,6,9,"0",34
"220",2008,"FEMALE",1475,NA,"F",8,6,9,"0",34
"220",2008,"FEMALE",1478,NA,"DD",20,6,9,"4.5",33
"220",2008,"FEMALE",1478,NA,"DD",41,6,9,"4.5",33
"220",2008,"FEMALE",1479,NA,"F",15,6,9,"4.5",33
"220",2008,"FEMALE",1479,NA,"M",1,6,9,"4",33
"220",2008,"FEMALE",1481,NA,"DD",5,6,9,"4.5",33
"220",2008,"FEMALE",1481,NA,"Q",43,6,9,"0",34
"220",2008,"FEMALE",1488,NA,"F",36,6,9,"4",33
"220",2008,"FEMALE",1488,NA,"H",1,6,9,"4",33
"220",2008,"FEMALE",1502,NA,"A",2,6,9,"-",33
"220",2008,"FEMALE",1502,NA,"DD",37,6,9,"3",33
"220",2008,"FEMALE",1503,NA,"A",41,6,9,"4",33
"220",2008,"FEMALE",1503,NA,"Q",17,6,9,"4",33
"220",2008,"FEMALE",1526,NA,"A",14,6,9,"-",33
"220",2008,"FEMALE",1526,NA,"DD",35,6,9,"3",33
"220",2008,"FEMALE",1528,NA,"B",3,6,9,"3",33
"220",2008,"FEMALE",1528,NA,"DD",1,6,9,"3",33
"220",2008,"FEMALE",1531,NA,"A",30,6,9,"3",33
"220",2008,"FEMALE",1531,NA,"B",47,6,9,"4",33
"220",2008,"FEMALE",1542,NA,"C",5,6,9,"3",33
"220",2008,"FEMALE",1542,NA,"C",35,6,9,"-",33
"220",2008,"FEMALE",1557,NA,"DD",24,6,9,"4",33
"220",2008,"FEMALE",1557,NA,"DD",31,6,9,"4",33
"220",2008,"FEMALE",1559,NA,"BB",48,6,9,"4",33
"220",2008,"FEMALE",1559,NA,"S",1,6,9,"4",33
"220",2008,"FEMALE",1582,NA,"CC",8,6,9,"4",33
"220",2008,"FEMALE",1582,NA,"G",48,6,9,"4",33
"220",2008,"FEMALE",1587,NA,"W",1,6,9,"4",33
"220",2008,"FEMALE",1591,NA,"DD",36,6,9,"4",33
"220",2008,"FEMALE",1591,NA,"O",1,6,9,"4",33
"220",2008,"FEMALE",1592,NA,"AA",25,6,9,"0",34
"220",2008,"FEMALE",1592,NA,"DD",38,6,9,"4",33
"220",2008,"FEMALE",1592,NA,"M",45,6,9,"0",34
"220",2008,"FEMALE",1597,NA,"DD",30,6,9,"4",33
"220",2008,"FEMALE",1597,NA,"J",2,6,9,"0",34
"220",2008,"FEMALE",1597,NA,"R",5,6,9,"0",34
"220",2008,"FEMALE",1598,NA,"C",47,6,9,"4",33
"220",2008,"FEMALE",1598,NA,"DD",19,6,9,"4",33
"220",2008,"MALE",980,NA,"DD",3,6,9,"4",33
"220",2008,"MALE",980,NA,"DD",15,6,9,"4",33
"220",2008,"MALE",984,NA,"A",46,6,9,"4",33
"220",2008,"MALE",984,NA,"C",8,6,9,"4",33
"220",2008,"MALE",985,NA,"A",27,6,9,"4",33
"220",2008,"MALE",985,NA,"A",36,6,9,"4",33
"220",2008,"MALE",988,NA,"A",37,6,9,"4",33
"220",2008,"MALE",988,NA,"L",47,6,9,"4",33
"220",2008,"MALE",1472,NA,"A",45,6,9,"4",33
"220",2008,"MALE",1472,NA,"B",1,6,9,"4",33
"220",2008,"MALE",1475,NA,"CC",35,6,9,"0",34
"220",2008,"MALE",1475,NA,"F",8,6,9,"0",34
"220",2008,"MALE",1478,NA,"DD",20,6,9,"4",33
"220",2008,"MALE",1478,NA,"DD",41,6,9,"4",33
"220",2008,"MALE",1479,NA,"F",15,6,9,"4",33
"220",2008,"MALE",1479,NA,"M",1,6,9,"4",33
"220",2008,"MALE",1481,NA,"DD",5,6,9,"4",33
"220",2008,"MALE",1481,NA,"Q",43,6,9,"0",34
"220",2008,"MALE",1488,NA,"F",36,6,9,"4",33
"220",2008,"MALE",1488,NA,"H",1,6,9,"4",33
"220",2008,"MALE",1502,NA,"A",2,6,9,"4",33
"220",2008,"MALE",1502,NA,"DD",37,6,9,"4",33
"220",2008,"MALE",1503,NA,"A",41,6,9,"4",33
"220",2008,"MALE",1503,NA,"Q",17,6,9,"4",33
"220",2008,"MALE",1526,NA,"A",14,6,9,"4",33
"220",2008,"MALE",1526,NA,"DD",35,6,9,"4",33
"220",2008,"MALE",1528,NA,"B",3,6,9,"4",33
"220",2008,"MALE",1528,NA,"DD",1,6,9,"4",33
"220",2008,"MALE",1531,NA,"A",30,6,9,"4",33
"220",2008,"MALE",1531,NA,"B",47,6,9,"4",33
"220",2008,"MALE",1542,NA,"C",5,6,9,"4",33
"220",2008,"MALE",1542,NA,"C",35,6,9,"4",33
"220",2008,"MALE",1557,NA,"DD",24,6,9,"4",33
"220",2008,"MALE",1557,NA,"DD",31,6,9,"4",33
"220",2008,"MALE",1559,NA,"BB",48,6,9,"4",33
"220",2008,"MALE",1559,NA,"S",1,6,9,"4",33
"220",2008,"MALE",1582,NA,"CC",8,6,9,"4",33
"220",2008,"MALE",1582,NA,"G",48,6,9,"4",33
"220",2008,"MALE",1587,NA,"W",1,6,9,"4",33
"220",2008,"MALE",1591,NA,"DD",36,6,9,"4",33
"220",2008,"MALE",1591,NA,"O",1,6,9,"4",33
"220",2008,"MALE",1592,NA,"AA",25,6,9,"0",34
"220",2008,"MALE",1592,NA,"DD",38,6,9,"4",33
"220",2008,"MALE",1592,NA,"M",45,6,9,"0",34
"220",2008,"MALE",1597,NA,"DD",30,6,9,"4",33
"220",2008,"MALE",1597,NA,"J",2,6,9,"0",34
"220",2008,"MALE",1597,NA,"R",5,6,9,"0",34
"220",2008,"MALE",1598,NA,"C",47,6,9,"4",33
"220",2008,"MALE",1598,NA,"DD",19,6,9,"4",33
"220",2009,"FEMALE",980,NA,"DD",3,6,8,"4",36
"220",2009,"FEMALE",980,NA,"DD",3,6,10,"4",36
"220",2009,"FEMALE",980,NA,"DD",15,6,8,"4",36
"220",2009,"FEMALE",980,NA,"DD",15,6,10,"4",36
"220",2009,"FEMALE",984,NA,"A",46,6,8,"-",37
"220",2009,"FEMALE",984,NA,"A",46,6,10,"4",37
"220",2009,"FEMALE",984,NA,"C",8,6,8,"4",36
"220",2009,"FEMALE",984,NA,"C",8,6,10,"4",36
"220",2009,"FEMALE",985,NA,"A",27,6,8,"-",36
"220",2009,"FEMALE",985,NA,"A",27,6,10,"4",36
"220",2009,"FEMALE",985,NA,"A",36,6,8,"-",36
"220",2009,"FEMALE",985,NA,"A",36,6,10,"4",36
"220",2009,"FEMALE",988,NA,"A",37,6,8,"-",37
"220",2009,"FEMALE",988,NA,"A",37,6,10,"4",37
"220",2009,"FEMALE",988,NA,"L",47,6,8,"4",37
"220",2009,"FEMALE",988,NA,"L",47,6,10,"4",37
"220",2009,"FEMALE",1472,NA,"A",45,6,8,"-",37
"220",2009,"FEMALE",1472,NA,"A",45,6,10,"4",37
"220",2009,"FEMALE",1472,NA,"B",1,6,8,"-",36
"220",2009,"FEMALE",1472,NA,"B",1,6,10,"4",36
"220",2009,"FEMALE",1475,NA,"CC",35,6,8,"4",36
"220",2009,"FEMALE",1475,NA,"CC",35,6,10,"4",36
"220",2009,"FEMALE",1475,NA,"F",8,6,8,"4",36
"220",2009,"FEMALE",1475,NA,"F",8,6,10,"4",36
"220",2009,"FEMALE",1478,NA,"DD",20,6,8,"4",36
"220",2009,"FEMALE",1478,NA,"DD",20,6,10,"4.5",36
"220",2009,"FEMALE",1478,NA,"DD",41,6,8,"4",37
"220",2009,"FEMALE",1478,NA,"DD",41,6,10,"4",37
"220",2009,"FEMALE",1479,NA,"F",15,6,8,"4",36
"220",2009,"FEMALE",1479,NA,"F",15,6,10,"4",36
"220",2009,"FEMALE",1479,NA,"M",1,6,8,"4",36
"220",2009,"FEMALE",1479,NA,"M",1,6,10,"4",36
"220",2009,"FEMALE",1481,NA,"DD",5,6,8,"4",36
